modelo,modelo_nombre,target,target_descripcion,variable,tipo_importancia,importancia,importancia_relativa_top
random_forest,Random Forest,riesgo_retraso_potencial_amplio,Riesgo potencial amplio,curso_base,importancia_gini_promedio,0.07198963982286419,0.07198963982286417
random_forest,Random Forest,riesgo_retraso_potencial_amplio,Riesgo potencial amplio,componente_practico,importancia_gini_promedio,0.06644528672483059,0.06644528672483058
random_forest,Random Forest,riesgo_retraso_potencial_amplio,Riesgo potencial amplio,tipo_curso_configurado,importancia_gini_promedio,0.0648160179791023,0.06481601797910229
random_forest,Random Forest,riesgo_retraso_potencial_amplio,Riesgo potencial amplio,cantidad_cursos_dependientes,importancia_gini_promedio,0.049590229579556895,0.04959022957955688
random_forest,Random Forest,riesgo_retraso_potencial_amplio,Riesgo potencial amplio,tasa_ocupacion_cupo,importancia_gini_promedio,0.04365764165444917,0.043657641654449166
random_forest,Random Forest,riesgo_retraso_potencial_amplio,Riesgo potencial amplio,semestre_pensum,importancia_gini_promedio,0.03157879244841292,0.03157879244841291
random_forest,Random Forest,riesgo_retraso_potencial_amplio,Riesgo potencial amplio,nivel_bloqueo_curricular,importancia_gini_promedio,0.02892384881962183,0.028923848819621824
random_forest,Random Forest,riesgo_retraso_potencial_amplio,Riesgo potencial amplio,cohorte_ingreso,importancia_gini_promedio,0.023177966562282548,0.023177966562282545
random_forest,Random Forest,riesgo_retraso_potencial_amplio,Riesgo potencial amplio,cupo_ofertado_oferta,importancia_gini_promedio,0.022793549806819018,0.022793549806819014
random_forest,Random Forest,riesgo_retraso_potencial_amplio,Riesgo potencial amplio,requiere_laboratorio,importancia_gini_promedio,0.014990789649025732,0.014990789649025728
random_forest,Random Forest,riesgo_retraso_potencial_amplio,Riesgo potencial amplio,curso_obligatorio,importancia_gini_promedio,0.006308908885226411,0.006308908885226409
