codigo_curso,periodo_academico,semestre_pensum,area_academica,tipo_curso_configurado,requiere_laboratorio,componente_practico,curso_obligatorio,curso_base,cantidad_cursos_dependientes,nivel_bloqueo_curricular,cohorte_ingreso,zona_ordinaria,cupo_ofertado_oferta,tasa_ocupacion_cupo,curso_abierto_periodo_siguiente,curso_abierto_siguiente_periodo,necesito_recuperacion,perdida_definitiva,riesgo_retraso_potencial,riesgo_retraso_potencial_amplio
2803,S1,5,Ciencias de la Computacion,mixto,Si,alto,Si,Si,5,alto,2022,45.0,20,0.75,False,False,True,False,False,False
2803,S1,5,Ciencias de la Computacion,mixto,Si,alto,Si,Si,5,alto,2022,53.0,20,0.75,False,False,False,False,False,False
2803,S1,5,Ciencias de la Computacion,mixto,Si,alto,Si,Si,5,alto,2022,42.0,20,0.75,False,False,False,False,False,False
2803,S1,5,Ciencias de la Computacion,mixto,Si,alto,Si,Si,5,alto,2022,47.0,20,0.75,False,False,False,False,False,False
2803,S1,5,Ciencias de la Computacion,mixto,Si,alto,Si,Si,5,alto,2022,35.0,20,0.75,False,False,True,True,True,True
2803,S1,5,Ciencias de la Computacion,mixto,Si,alto,Si,Si,5,alto,2021,60.0,20,0.75,False,False,False,False,False,False
2803,S1,5,Ciencias de la Computacion,mixto,Si,alto,Si,Si,5,alto,2021,,20,0.75,False,False,False,False,False,False
2803,S1,5,Ciencias de la Computacion,mixto,Si,alto,Si,Si,5,alto,2022,44.0,20,0.75,False,False,False,False,False,False
2803,S1,5,Ciencias de la Computacion,mixto,Si,alto,Si,Si,5,alto,2022,46.0,20,0.75,False,False,True,True,True,True
2803,S1,5,Ciencias de la Computacion,mixto,Si,alto,Si,Si,5,alto,2022,62.0,20,0.75,False,False,False,False,False,False
2803,S1,5,Ciencias de la Computacion,mixto,Si,alto,Si,Si,5,alto,2022,56.0,20,0.75,False,False,False,False,False,False
2803,S1,5,Ciencias de la Computacion,mixto,Si,alto,Si,Si,5,alto,2022,53.0,20,0.75,False,False,True,False,False,False
2804,S1,5,Ciencias de la Computacion,mixto,No,medio,Si,No,0,bajo,2022,51.0,30,0.6,False,False,True,False,False,False
2804,S1,5,Ciencias de la Computacion,mixto,No,medio,Si,No,0,bajo,2022,54.0,30,0.6,False,False,False,True,False,True
2804,S1,5,Ciencias de la Computacion,mixto,No,medio,Si,No,0,bajo,2022,57.0,30,0.6,False,False,False,True,False,True
2804,S1,5,Ciencias de la Computacion,mixto,No,medio,Si,No,0,bajo,2022,63.0,30,0.6,False,False,False,False,False,False
2804,S1,5,Ciencias de la Computacion,mixto,No,medio,Si,No,0,bajo,2022,43.0,30,0.6,False,False,True,True,False,True
2804,S1,5,Ciencias de la Computacion,mixto,No,medio,Si,No,0,bajo,2022,52.0,30,0.6,False,False,True,True,False,True
2804,S1,5,Ciencias de la Computacion,mixto,No,medio,Si,No,0,bajo,2022,31.0,30,0.6,False,False,True,False,False,False
2804,S1,5,Ciencias de la Computacion,mixto,No,medio,Si,No,0,bajo,2021,38.0,30,0.6,False,False,False,False,False,False
2804,S1,5,Ciencias de la Computacion,mixto,No,medio,Si,No,0,bajo,2022,68.0,30,0.6,False,False,False,False,False,False
2804,S1,5,Ciencias de la Computacion,mixto,No,medio,Si,No,0,bajo,2022,57.0,30,0.6,False,False,False,False,False,False
2804,S1,5,Ciencias de la Computacion,mixto,No,medio,Si,No,0,bajo,2022,49.0,30,0.6,False,False,False,False,False,False
2804,S1,5,Ciencias de la Computacion,mixto,No,medio,Si,No,0,bajo,2022,66.0,30,0.6,False,False,False,False,False,False
2804,S1,5,Ciencias de la Computacion,mixto,No,medio,Si,No,0,bajo,2022,51.0,30,0.6,False,False,False,False,False,False
2804,S1,5,Ciencias de la Computacion,mixto,No,medio,Si,No,0,bajo,2021,47.0,30,0.6,False,False,False,True,False,True
2804,S1,5,Ciencias de la Computacion,mixto,No,medio,Si,No,0,bajo,2021,50.0,30,0.6,False,False,False,False,False,False
2804,S1,5,Ciencias de la Computacion,mixto,No,medio,Si,No,0,bajo,2022,42.0,30,0.6,False,False,False,False,False,False
2804,S1,5,Ciencias de la Computacion,mixto,No,medio,Si,No,0,bajo,2022,61.0,30,0.6,False,False,False,False,False,False
2804,S1,5,Ciencias de la Computacion,mixto,No,medio,Si,No,0,bajo,2022,45.0,30,0.6,False,False,False,False,False,False
2805,S1,5,Desarrollo de Software,teorico,No,bajo,Si,Si,3,medio,2021,53.0,30,0.6333333333333333,False,False,False,True,True,True
2805,S1,5,Desarrollo de Software,teorico,No,bajo,Si,Si,3,medio,2021,40.0,30,0.6333333333333333,False,False,True,True,True,True
2805,S1,5,Desarrollo de Software,teorico,No,bajo,Si,Si,3,medio,2022,65.0,30,0.6333333333333333,False,False,False,False,False,False
2805,S1,5,Desarrollo de Software,teorico,No,bajo,Si,Si,3,medio,2021,55.0,30,0.6333333333333333,False,False,True,False,False,False
2805,S1,5,Desarrollo de Software,teorico,No,bajo,Si,Si,3,medio,2022,34.0,30,0.6333333333333333,False,False,False,True,True,True
2805,S1,5,Desarrollo de Software,teorico,No,bajo,Si,Si,3,medio,2022,64.0,30,0.6333333333333333,False,False,False,False,False,False
2805,S1,5,Desarrollo de Software,teorico,No,bajo,Si,Si,3,medio,2022,54.0,30,0.6333333333333333,False,False,False,False,False,False
2805,S1,5,Desarrollo de Software,teorico,No,bajo,Si,Si,3,medio,2022,44.0,30,0.6333333333333333,False,False,True,True,True,True
2805,S1,5,Desarrollo de Software,teorico,No,bajo,Si,Si,3,medio,2022,42.0,30,0.6333333333333333,False,False,False,False,False,False
2805,S1,5,Desarrollo de Software,teorico,No,bajo,Si,Si,3,medio,2022,65.0,30,0.6333333333333333,False,False,False,False,False,False
2805,S1,5,Desarrollo de Software,teorico,No,bajo,Si,Si,3,medio,2022,48.0,30,0.6333333333333333,False,False,False,False,False,False
2805,S1,5,Desarrollo de Software,teorico,No,bajo,Si,Si,3,medio,2022,63.0,30,0.6333333333333333,False,False,False,False,False,False
2805,S1,5,Desarrollo de Software,teorico,No,bajo,Si,Si,3,medio,2022,37.0,30,0.6333333333333333,False,False,True,False,False,False
2805,S1,5,Desarrollo de Software,teorico,No,bajo,Si,Si,3,medio,2022,44.0,30,0.6333333333333333,False,False,False,True,True,True
2805,S1,5,Desarrollo de Software,teorico,No,bajo,Si,Si,3,medio,2021,60.0,30,0.6333333333333333,False,False,False,False,False,False
2805,S1,5,Desarrollo de Software,teorico,No,bajo,Si,Si,3,medio,2022,31.0,30,0.6333333333333333,False,False,False,True,True,True
2805,S1,5,Desarrollo de Software,teorico,No,bajo,Si,Si,3,medio,2021,51.0,30,0.6333333333333333,False,False,False,True,True,True
2805,S1,5,Desarrollo de Software,teorico,No,bajo,Si,Si,3,medio,2022,64.0,30,0.6333333333333333,False,False,False,False,False,False
2807,S1,5,EPS,practico,No,alto,Si,Si,2,medio,2022,34.0,30,0.7333333333333333,False,False,True,True,True,True
2807,S1,5,EPS,practico,No,alto,Si,Si,2,medio,2021,51.0,30,0.7333333333333333,False,False,False,True,True,True
2807,S1,5,EPS,practico,No,alto,Si,Si,2,medio,2022,40.0,30,0.7333333333333333,False,False,True,False,False,False
2807,S1,5,EPS,practico,No,alto,Si,Si,2,medio,2022,49.0,30,0.7333333333333333,False,False,True,False,False,False
2807,S1,5,EPS,practico,No,alto,Si,Si,2,medio,2021,46.0,30,0.7333333333333333,False,False,False,True,True,True
2807,S1,5,EPS,practico,No,alto,Si,Si,2,medio,2021,58.0,30,0.7333333333333333,False,False,False,False,False,False
2807,S1,5,EPS,practico,No,alto,Si,Si,2,medio,2022,43.0,30,0.7333333333333333,False,False,False,False,False,False
2807,S1,5,EPS,practico,No,alto,Si,Si,2,medio,2022,36.0,30,0.7333333333333333,False,False,False,False,False,False
2807,S1,5,EPS,practico,No,alto,Si,Si,2,medio,2021,36.0,30,0.7333333333333333,False,False,False,False,False,False
2807,S1,5,EPS,practico,No,alto,Si,Si,2,medio,2022,42.0,30,0.7333333333333333,False,False,False,False,False,False
2807,S1,5,EPS,practico,No,alto,Si,Si,2,medio,2022,45.0,30,0.7333333333333333,False,False,False,False,False,False
2807,S1,5,EPS,practico,No,alto,Si,Si,2,medio,2022,41.0,30,0.7333333333333333,False,False,True,False,False,False
2807,S1,5,EPS,practico,No,alto,Si,Si,2,medio,2022,44.0,30,0.7333333333333333,False,False,False,False,False,False
2807,S1,5,EPS,practico,No,alto,Si,Si,2,medio,2022,41.0,30,0.7333333333333333,False,False,False,False,False,False
2807,S1,5,EPS,practico,No,alto,Si,Si,2,medio,2022,53.0,30,0.7333333333333333,False,False,False,False,False,False
2807,S1,5,EPS,practico,No,alto,Si,Si,2,medio,2021,31.0,30,0.7333333333333333,False,False,False,True,True,True
2807,S1,5,EPS,practico,No,alto,Si,Si,2,medio,2022,48.0,30,0.7333333333333333,False,False,False,False,False,False
2807,S1,5,EPS,practico,No,alto,Si,Si,2,medio,2022,41.0,30,0.7333333333333333,False,False,False,True,True,True
2807,S1,5,EPS,practico,No,alto,Si,Si,2,medio,2022,59.0,30,0.7333333333333333,False,False,False,False,False,False
2813,S1,7,Metodologia de Sistemas,mixto,No,medio,Si,Si,4,alto,2020,42.0,45,0.6222222222222222,False,False,False,False,False,False
2813,S1,7,Metodologia de Sistemas,mixto,No,medio,Si,Si,4,alto,2020,68.0,45,0.6222222222222222,False,False,False,False,False,False
2813,S1,7,Metodologia de Sistemas,mixto,No,medio,Si,Si,4,alto,2020,51.0,45,0.6222222222222222,False,False,False,True,True,True
2813,S1,7,Metodologia de Sistemas,mixto,No,medio,Si,Si,4,alto,2020,45.0,45,0.6222222222222222,False,False,False,False,False,False
2813,S1,7,Metodologia de Sistemas,mixto,No,medio,Si,Si,4,alto,2021,39.0,45,0.6222222222222222,False,False,False,False,False,False
2813,S1,7,Metodologia de Sistemas,mixto,No,medio,Si,Si,4,alto,2020,59.0,45,0.6222222222222222,False,False,False,False,False,False
2813,S1,7,Metodologia de Sistemas,mixto,No,medio,Si,Si,4,alto,2020,67.0,45,0.6222222222222222,False,False,False,False,False,False
2813,S1,7,Metodologia de Sistemas,mixto,No,medio,Si,Si,4,alto,2020,61.0,45,0.6222222222222222,False,False,False,False,False,False
2813,S1,7,Metodologia de Sistemas,mixto,No,medio,Si,Si,4,alto,2020,66.0,45,0.6222222222222222,False,False,False,False,False,False
2813,S1,7,Metodologia de Sistemas,mixto,No,medio,Si,Si,4,alto,2021,41.0,45,0.6222222222222222,False,False,True,False,False,False
2813,S1,7,Metodologia de Sistemas,mixto,No,medio,Si,Si,4,alto,2019,35.0,45,0.6222222222222222,False,False,True,False,False,False
2813,S1,7,Metodologia de Sistemas,mixto,No,medio,Si,Si,4,alto,2020,56.0,45,0.6222222222222222,False,False,False,False,False,False
2813,S1,7,Metodologia de Sistemas,mixto,No,medio,Si,Si,4,alto,2020,46.0,45,0.6222222222222222,False,False,False,False,False,False
2813,S1,7,Metodologia de Sistemas,mixto,No,medio,Si,Si,4,alto,2020,40.0,45,0.6222222222222222,False,False,False,True,True,True
2813,S1,7,Metodologia de Sistemas,mixto,No,medio,Si,Si,4,alto,2020,58.0,45,0.6222222222222222,False,False,False,False,False,False
2813,S1,7,Metodologia de Sistemas,mixto,No,medio,Si,Si,4,alto,2021,66.0,45,0.6222222222222222,False,False,False,False,False,False
2813,S1,7,Metodologia de Sistemas,mixto,No,medio,Si,Si,4,alto,2021,50.0,45,0.6222222222222222,False,False,True,True,True,True
2813,S1,7,Metodologia de Sistemas,mixto,No,medio,Si,Si,4,alto,2021,43.0,45,0.6222222222222222,False,False,False,False,False,False
2813,S1,7,Metodologia de Sistemas,mixto,No,medio,Si,Si,4,alto,2021,52.0,45,0.6222222222222222,False,False,False,True,True,True
2813,S1,7,Metodologia de Sistemas,mixto,No,medio,Si,Si,4,alto,2020,47.0,45,0.6222222222222222,False,False,False,False,False,False
2813,S1,7,Metodologia de Sistemas,mixto,No,medio,Si,Si,4,alto,2020,40.0,45,0.6222222222222222,False,False,True,False,False,False
2813,S1,7,Metodologia de Sistemas,mixto,No,medio,Si,Si,4,alto,2020,39.0,45,0.6222222222222222,False,False,True,True,True,True
2813,S1,7,Metodologia de Sistemas,mixto,No,medio,Si,Si,4,alto,2020,40.0,45,0.6222222222222222,False,False,True,True,True,True
2813,S1,7,Metodologia de Sistemas,mixto,No,medio,Si,Si,4,alto,2019,38.0,45,0.6222222222222222,False,False,True,True,True,True
2813,S1,7,Metodologia de Sistemas,mixto,No,medio,Si,Si,4,alto,2020,44.0,45,0.6222222222222222,False,False,False,False,False,False
2813,S1,7,Metodologia de Sistemas,mixto,No,medio,Si,Si,4,alto,2019,48.0,45,0.6222222222222222,False,False,False,False,False,False
2814,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,Si,2,medio,2020,45.0,45,0.6,False,False,False,True,True,True
2814,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,Si,2,medio,2020,63.0,45,0.6,False,False,False,False,False,False
2814,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,Si,2,medio,2021,42.0,45,0.6,False,False,True,False,False,False
2814,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,Si,2,medio,2020,33.0,45,0.6,False,False,False,True,True,True
2814,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,Si,2,medio,2020,51.0,45,0.6,False,False,False,False,False,False
2814,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,Si,2,medio,2020,60.0,45,0.6,False,False,False,False,False,False
2814,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,Si,2,medio,2020,34.0,45,0.6,False,False,False,True,True,True
2814,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,Si,2,medio,2020,54.0,45,0.6,False,False,False,False,False,False
2814,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,Si,2,medio,2020,42.0,45,0.6,False,False,False,False,False,False
2814,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,Si,2,medio,2020,38.0,45,0.6,False,False,False,False,False,False
2814,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,Si,2,medio,2019,53.0,45,0.6,False,False,True,True,True,True
2814,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,Si,2,medio,2020,50.0,45,0.6,False,False,False,False,False,False
2814,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,Si,2,medio,2021,37.0,45,0.6,False,False,False,False,False,False
2814,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,Si,2,medio,2021,64.0,45,0.6,False,False,False,False,False,False
2814,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,Si,2,medio,2020,36.0,45,0.6,False,False,True,True,True,True
2814,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,Si,2,medio,2020,39.0,45,0.6,False,False,True,False,False,False
2814,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,Si,2,medio,2020,44.0,45,0.6,False,False,False,True,True,True
2814,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,Si,2,medio,2021,32.0,45,0.6,False,False,False,True,True,True
2814,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,Si,2,medio,2020,44.0,45,0.6,False,False,False,True,True,True
2814,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,Si,2,medio,2021,47.0,45,0.6,False,False,False,False,False,False
2814,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,Si,2,medio,2020,53.0,45,0.6,False,False,True,True,True,True
2814,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,Si,2,medio,2020,44.0,45,0.6,False,False,False,False,False,False
2814,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,Si,2,medio,2020,39.0,45,0.6,False,False,False,True,True,True
2814,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,Si,2,medio,2021,50.0,45,0.6,False,False,True,False,False,False
2814,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,Si,2,medio,2019,41.0,45,0.6,False,False,False,False,False,False
2814,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,Si,2,medio,2020,57.0,45,0.6,False,False,False,False,False,False
2815,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,No,0,bajo,2021,31.0,20,0.65,False,False,True,False,False,False
2815,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,No,0,bajo,2020,39.0,20,0.65,False,False,True,True,False,True
2815,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,No,0,bajo,2020,51.0,20,0.65,False,False,False,False,False,False
2815,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,No,0,bajo,2019,39.0,20,0.65,False,False,False,True,False,True
2815,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,No,0,bajo,2020,40.0,20,0.65,False,False,False,False,False,False
2815,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,No,0,bajo,2020,46.0,20,0.65,False,False,False,False,False,False
2815,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,No,0,bajo,2020,67.0,20,0.65,False,False,False,False,False,False
2815,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,No,0,bajo,2021,47.0,20,0.65,False,False,True,False,False,False
2815,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,No,0,bajo,2021,62.0,20,0.65,False,False,False,False,False,False
2815,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,No,0,bajo,2020,63.0,20,0.65,False,False,False,False,False,False
2815,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,No,0,bajo,2021,41.0,20,0.65,False,False,False,False,False,False
2815,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,No,0,bajo,2020,41.0,20,0.65,False,False,False,False,False,False
2815,S1,7,Ciencias de la Computacion,mixto,No,medio,Si,No,0,bajo,2020,33.0,20,0.65,False,False,False,True,False,True
2816,S1,7,Ciencias de la Computacion,mixto,Si,alto,Si,No,1,medio,2021,42.0,45,0.6,False,False,True,True,True,True
2816,S1,7,Ciencias de la Computacion,mixto,Si,alto,Si,No,1,medio,2020,31.0,45,0.6,False,False,False,True,True,True
2816,S1,7,Ciencias de la Computacion,mixto,Si,alto,Si,No,1,medio,2020,35.0,45,0.6,False,False,True,True,True,True
2816,S1,7,Ciencias de la Computacion,mixto,Si,alto,Si,No,1,medio,2020,38.0,45,0.6,False,False,False,False,False,False
2816,S1,7,Ciencias de la Computacion,mixto,Si,alto,Si,No,1,medio,2020,43.0,45,0.6,False,False,True,False,False,False
2816,S1,7,Ciencias de la Computacion,mixto,Si,alto,Si,No,1,medio,2020,52.0,45,0.6,False,False,False,False,False,False
2816,S1,7,Ciencias de la Computacion,mixto,Si,alto,Si,No,1,medio,2020,34.0,45,0.6,False,False,True,False,False,False
2816,S1,7,Ciencias de la Computacion,mixto,Si,alto,Si,No,1,medio,2020,40.0,45,0.6,False,False,True,False,False,False
2816,S1,7,Ciencias de la Computacion,mixto,Si,alto,Si,No,1,medio,2021,40.0,45,0.6,False,False,False,True,True,True
2816,S1,7,Ciencias de la Computacion,mixto,Si,alto,Si,No,1,medio,2020,36.0,45,0.6,False,False,False,False,False,False
2816,S1,7,Ciencias de la Computacion,mixto,Si,alto,Si,No,1,medio,2020,58.0,45,0.6,False,False,False,False,False,False
2816,S1,7,Ciencias de la Computacion,mixto,Si,alto,Si,No,1,medio,2021,54.0,45,0.6,False,False,False,True,True,True
2816,S1,7,Ciencias de la Computacion,mixto,Si,alto,Si,No,1,medio,2020,56.0,45,0.6,False,False,False,True,True,True
2816,S1,7,Ciencias de la Computacion,mixto,Si,alto,Si,No,1,medio,2020,52.0,45,0.6,False,False,False,False,False,False
2816,S1,7,Ciencias de la Computacion,mixto,Si,alto,Si,No,1,medio,2021,67.0,45,0.6,False,False,False,False,False,False
2816,S1,7,Ciencias de la Computacion,mixto,Si,alto,Si,No,1,medio,2021,53.0,45,0.6,False,False,False,False,False,False
2816,S1,7,Ciencias de la Computacion,mixto,Si,alto,Si,No,1,medio,2020,40.0,45,0.6,False,False,True,True,True,True
2816,S1,7,Ciencias de la Computacion,mixto,Si,alto,Si,No,1,medio,2021,50.0,45,0.6,False,False,True,True,True,True
2816,S1,7,Ciencias de la Computacion,mixto,Si,alto,Si,No,1,medio,2021,65.0,45,0.6,False,False,False,False,False,False
2816,S1,7,Ciencias de la Computacion,mixto,Si,alto,Si,No,1,medio,2020,37.0,45,0.6,False,False,False,False,False,False
2816,S1,7,Ciencias de la Computacion,mixto,Si,alto,Si,No,1,medio,2020,56.0,45,0.6,False,False,False,False,False,False
2816,S1,7,Ciencias de la Computacion,mixto,Si,alto,Si,No,1,medio,2019,60.0,45,0.6,False,False,False,False,False,False
2816,S1,7,Ciencias de la Computacion,mixto,Si,alto,Si,No,1,medio,2020,61.0,45,0.6,False,False,False,False,False,False
2816,S1,7,Ciencias de la Computacion,mixto,Si,alto,Si,No,1,medio,2020,38.0,45,0.6,False,False,True,True,True,True
2817,S1,7,Desarrollo de Software,mixto,No,medio,Si,Si,2,medio,2020,44.0,45,0.6666666666666666,False,False,False,True,True,True
2817,S1,7,Desarrollo de Software,mixto,No,medio,Si,Si,2,medio,2020,37.0,45,0.6666666666666666,False,False,False,False,False,False
2817,S1,7,Desarrollo de Software,mixto,No,medio,Si,Si,2,medio,2020,31.0,45,0.6666666666666666,False,False,True,True,True,True
2817,S1,7,Desarrollo de Software,mixto,No,medio,Si,Si,2,medio,2020,46.0,45,0.6666666666666666,False,False,False,True,True,True
2817,S1,7,Desarrollo de Software,mixto,No,medio,Si,Si,2,medio,2020,46.0,45,0.6666666666666666,False,False,True,True,True,True
2817,S1,7,Desarrollo de Software,mixto,No,medio,Si,Si,2,medio,2020,57.0,45,0.6666666666666666,False,False,False,False,False,False
2817,S1,7,Desarrollo de Software,mixto,No,medio,Si,Si,2,medio,2021,39.0,45,0.6666666666666666,False,False,True,False,False,False
2817,S1,7,Desarrollo de Software,mixto,No,medio,Si,Si,2,medio,2019,50.0,45,0.6666666666666666,False,False,False,True,True,True
2817,S1,7,Desarrollo de Software,mixto,No,medio,Si,Si,2,medio,2020,62.0,45,0.6666666666666666,False,False,False,False,False,False
2817,S1,7,Desarrollo de Software,mixto,No,medio,Si,Si,2,medio,2020,43.0,45,0.6666666666666666,False,False,True,False,False,False
2817,S1,7,Desarrollo de Software,mixto,No,medio,Si,Si,2,medio,2020,58.0,45,0.6666666666666666,False,False,False,False,False,False
2817,S1,7,Desarrollo de Software,mixto,No,medio,Si,Si,2,medio,2021,43.0,45,0.6666666666666666,False,False,False,True,True,True
2817,S1,7,Desarrollo de Software,mixto,No,medio,Si,Si,2,medio,2020,48.0,45,0.6666666666666666,False,False,False,False,False,False
2817,S1,7,Desarrollo de Software,mixto,No,medio,Si,Si,2,medio,2021,37.0,45,0.6666666666666666,False,False,True,True,True,True
2817,S1,7,Desarrollo de Software,mixto,No,medio,Si,Si,2,medio,2019,32.0,45,0.6666666666666666,False,False,True,True,True,True
2817,S1,7,Desarrollo de Software,mixto,No,medio,Si,Si,2,medio,2020,33.0,45,0.6666666666666666,False,False,True,True,True,True
2817,S1,7,Desarrollo de Software,mixto,No,medio,Si,Si,2,medio,2020,65.0,45,0.6666666666666666,False,False,False,False,False,False
2817,S1,7,Desarrollo de Software,mixto,No,medio,Si,Si,2,medio,2020,49.0,45,0.6666666666666666,False,False,False,False,False,False
2817,S1,7,Desarrollo de Software,mixto,No,medio,Si,Si,2,medio,2021,52.0,45,0.6666666666666666,False,False,False,False,False,False
2817,S1,7,Desarrollo de Software,mixto,No,medio,Si,Si,2,medio,2020,62.0,45,0.6666666666666666,False,False,False,False,False,False
2817,S1,7,Desarrollo de Software,mixto,No,medio,Si,Si,2,medio,2021,53.0,45,0.6666666666666666,False,False,False,False,False,False
2817,S1,7,Desarrollo de Software,mixto,No,medio,Si,Si,2,medio,2021,43.0,45,0.6666666666666666,False,False,False,False,False,False
2817,S1,7,Desarrollo de Software,mixto,No,medio,Si,Si,2,medio,2021,40.0,45,0.6666666666666666,False,False,True,True,True,True
2817,S1,7,Desarrollo de Software,mixto,No,medio,Si,Si,2,medio,2020,55.0,45,0.6666666666666666,False,False,False,False,False,False
2817,S1,7,Desarrollo de Software,mixto,No,medio,Si,Si,2,medio,2019,45.0,45,0.6666666666666666,False,False,True,True,True,True
2817,S1,7,Desarrollo de Software,mixto,No,medio,Si,Si,2,medio,2021,32.0,45,0.6666666666666666,False,False,True,False,False,False
2817,S1,7,Desarrollo de Software,mixto,No,medio,Si,Si,2,medio,2019,68.0,45,0.6666666666666666,False,False,False,False,False,False
2817,S1,7,Desarrollo de Software,mixto,No,medio,Si,Si,2,medio,2020,53.0,45,0.6666666666666666,False,False,False,False,False,False
2818,S1,7,EPS,practico,No,alto,Si,No,1,medio,2020,64.0,45,0.6222222222222222,False,False,False,False,False,False
2818,S1,7,EPS,practico,No,alto,Si,No,1,medio,2020,53.0,45,0.6222222222222222,False,False,True,False,False,False
2818,S1,7,EPS,practico,No,alto,Si,No,1,medio,2020,54.0,45,0.6222222222222222,False,False,True,False,False,False
2818,S1,7,EPS,practico,No,alto,Si,No,1,medio,2019,34.0,45,0.6222222222222222,False,False,False,True,True,True
2818,S1,7,EPS,practico,No,alto,Si,No,1,medio,2020,67.0,45,0.6222222222222222,False,False,False,False,False,False
2818,S1,7,EPS,practico,No,alto,Si,No,1,medio,2020,51.0,45,0.6222222222222222,False,False,False,False,False,False
2818,S1,7,EPS,practico,No,alto,Si,No,1,medio,2020,55.0,45,0.6222222222222222,False,False,False,False,False,False
2818,S1,7,EPS,practico,No,alto,Si,No,1,medio,2020,59.0,45,0.6222222222222222,False,False,False,False,False,False
2818,S1,7,EPS,practico,No,alto,Si,No,1,medio,2020,59.0,45,0.6222222222222222,False,False,False,False,False,False
2818,S1,7,EPS,practico,No,alto,Si,No,1,medio,2020,67.0,45,0.6222222222222222,False,False,False,False,False,False
2818,S1,7,EPS,practico,No,alto,Si,No,1,medio,2021,33.0,45,0.6222222222222222,False,False,True,True,True,True
2818,S1,7,EPS,practico,No,alto,Si,No,1,medio,2020,42.0,45,0.6222222222222222,False,False,False,True,True,True
2818,S1,7,EPS,practico,No,alto,Si,No,1,medio,2020,64.0,45,0.6222222222222222,False,False,False,False,False,False
2818,S1,7,EPS,practico,No,alto,Si,No,1,medio,2020,60.0,45,0.6222222222222222,False,False,False,False,False,False
2818,S1,7,EPS,practico,No,alto,Si,No,1,medio,2020,51.0,45,0.6222222222222222,False,False,False,False,False,False
2818,S1,7,EPS,practico,No,alto,Si,No,1,medio,2019,48.0,45,0.6222222222222222,False,False,True,True,True,True
2818,S1,7,EPS,practico,No,alto,Si,No,1,medio,2021,66.0,45,0.6222222222222222,False,False,False,False,False,False
2818,S1,7,EPS,practico,No,alto,Si,No,1,medio,2020,38.0,45,0.6222222222222222,False,False,False,False,False,False
2818,S1,7,EPS,practico,No,alto,Si,No,1,medio,2021,55.0,45,0.6222222222222222,False,False,True,True,True,True
2818,S1,7,EPS,practico,No,alto,Si,No,1,medio,2020,45.0,45,0.6222222222222222,False,False,False,False,False,False
2818,S1,7,EPS,practico,No,alto,Si,No,1,medio,2020,53.0,45,0.6222222222222222,False,False,True,True,True,True
2818,S1,7,EPS,practico,No,alto,Si,No,1,medio,2020,48.0,45,0.6222222222222222,False,False,True,False,False,False
2818,S1,7,EPS,practico,No,alto,Si,No,1,medio,2021,43.0,45,0.6222222222222222,False,False,False,False,False,False
2818,S1,7,EPS,practico,No,alto,Si,No,1,medio,2020,65.0,45,0.6222222222222222,False,False,False,False,False,False
2818,S1,7,EPS,practico,No,alto,Si,No,1,medio,2019,55.0,45,0.6222222222222222,False,False,False,True,True,True
2818,S1,7,EPS,practico,No,alto,Si,No,1,medio,2020,65.0,45,0.6222222222222222,False,False,False,False,False,False
