periodo_academico,codigo_curso,nombre_curso,seccion,curso_aperturado,curso_cancelado,cupo_ofertado,estudiantes_asignados,estudiantes_con_nota,jornada,horario,salon,modalidad,fecha_inicio,fecha_fin,fuente_archivo,metodo_match,observaciones
V2,170,Matematica Basica 2,A,Si,No,30,20,20,vespertina,13:00-15:00,6,presencial,2024-12-01,2024-12-31,HORARIO EDV-Dic-2024 - Google Drive.html,nombre_html,Coincidencia por nombre desde horario de vacaciones; score=1.00
V2,2816,Redes de Computadoras 1,A,Si,No,20,12,12,vespertina,15:00-17:00,1,presencial,2024-12-01,2024-12-31,HORARIO EDV-Dic-2024 - Google Drive.html,nombre_html,Coincidencia por nombre desde horario de vacaciones; score=1.00
V2,2822,Analisis y Diseño de Sistemas 1,A,Si,No,20,10,9,vespertina,17:00-19:00,11,presencial,2024-12-01,2024-12-31,HORARIO EDV-Dic-2024 - Google Drive.html,nombre_html,Coincidencia por nombre desde horario de vacaciones; score=1.00
V2,290,Matematica Intermedia 1,A,Si,No,30,24,22,vespertina,13:00-15:00,5,presencial,2024-12-01,2024-12-31,HORARIO EDV-Dic-2024 - Google Drive.html,nombre_html,Coincidencia por nombre desde horario de vacaciones; score=1.00
V2,291,Matematica Intermedia 2,A,Si,No,20,12,12,nocturna,19:00-21:00,Aula Hugo Pineda,presencial,2024-12-01,2024-12-31,HORARIO EDV-Dic-2024 - Google Drive.html,nombre_html,Coincidencia por nombre desde horario de vacaciones; score=1.00
V2,292,Matematica Intermedia 3,A,Si,No,20,10,9,vespertina,13:00-15:00,Salón de Proyecciones,presencial,2024-12-01,2024-12-31,HORARIO EDV-Dic-2024 - Google Drive.html,nombre_html,Coincidencia por nombre desde horario de vacaciones; score=1.00
V2,673,Matematica Aplicada 1,A,Si,No,20,8,8,vespertina,17:00-19:00,5,presencial,2024-12-01,2024-12-31,HORARIO EDV-Dic-2024 - Google Drive.html,nombre_html,Coincidencia por nombre desde horario de vacaciones; score=1.00
V2,690,Ingenieria Economica 1,A,Si,No,20,8,8,vespertina,15:00-17:00,10,presencial,2024-12-01,2024-12-31,HORARIO EDV-Dic-2024 - Google Drive.html,nombre_html,Coincidencia por nombre desde horario de vacaciones; score=1.00
V2,694,Contabilidad 1,A,Si,No,20,7,7,vespertina,13:00-15:00,7,presencial,2024-12-01,2024-12-31,HORARIO EDV-Dic-2024 - Google Drive.html,nombre_html,Coincidencia por nombre desde horario de vacaciones; score=1.00
V2,909,Preparacion y Evaluacion de Proyectos 1,A,Si,No,20,6,6,vespertina,15:00-17:00,12,presencial,2024-12-01,2024-12-31,HORARIO EDV-Dic-2024 - Google Drive.html,nombre_html,Coincidencia por nombre desde horario de vacaciones; score=0.97
V2,912,Planeamiento,A,Si,No,20,4,4,vespertina,17:00-19:00,9,presencial,2024-12-01,2024-12-31,HORARIO EDV-Dic-2024 - Google Drive.html,nombre_html,Coincidencia por nombre desde horario de vacaciones; score=0.96
V2,943,Administracion de Empresas 1,A,Si,No,20,5,4,vespertina,15:00-17:00,9,presencial,2024-12-01,2024-12-31,HORARIO EDV-Dic-2024 - Google Drive.html,nombre_html_aproximado,Coincidencia por nombre desde horario de vacaciones; score=0.81
