periodo_academico,codigo_curso,nombre_curso,seccion,curso_aperturado,curso_cancelado,cupo_ofertado,estudiantes_asignados,estudiantes_con_nota,jornada,horario,salon,docente,modalidad,fecha_inicio,fecha_fin,fuente_archivo,metodo_match,observaciones
S2,170,Matematica Basica 2,C,Si,No,30,20,19,nocturna,18:40-19:30; 19:30-20:20,Laboratorio de Física,940633 - Eddie Omar Flores Aceituno,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,178,Deportes 2,A,Si,No,20,4,3,matutina,8:00-8:50; 8:50-9:40; 9:40-10:30; 10:30-11:20; 11:20-12:10,Cancha Deportiva Lunes,20200414 - Marvin Giovanni Velásquez López,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,178,Deportes 2,B,Si,No,20,3,3,matutina,8:00-8:50; 8:50-9:40; 9:40-10:30; 10:30-11:20; 11:20-12:10,Cancha Deportiva Miércoles,20200414 - Marvin Giovanni Velásquez López,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,178,Deportes 2,C,Si,No,20,3,3,matutina,8:00-8:50; 8:50-9:40; 9:40-10:30; 10:30-11:20; 11:20-12:10,Cancha Deportiva Viernes,20200414 - Marvin Giovanni Velásquez López,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,2667,Tecnicas de Investigacion y Estudio,A,Si,No,30,18,18,vespertina,13:00-13:40,13,20000370 - José Aroldo Nimatuj Quijivix,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,2667,Tecnicas de Investigacion y Estudio,B,Si,No,20,12,12,vespertina,15:20-16:10,9,20000792 - Alvaro Muricio Ordóñez Cifuentes,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,2667,Tecnicas de Investigacion y Estudio,C,Si,No,20,10,8,nocturna,18:40-19:30,Salón Mayor,20130481 - Carlos Eduardo Chavarria Alecio,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,2667,Tecnicas de Investigacion y Estudio,D,Si,No,20,5,4,vespertina,14:30-15:20,9,16594 - Karin Rossana Rivas Chávez,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,146,Fisica 1,A,Si,No,30,25,21,vespertina,13:40-14:30,Laboratorio de Física,16594 - Karin Rossana Rivas Chávez,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,146,Fisica 1,B,Si,No,20,12,12,nocturna,20:20-21:10,9,18402 - Marvin Juan José Maldonado De Leon,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,146,Fisica 1,C,Si,No,20,8,8,matutina,9:40-10:30,Laboratorio de Física,20090968 - David Luis Ernesto Aguilar López,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,2796,Introduccion a la Programacion y Computacion 1,A,Si,No,60,58,57,nocturna,18:40-19:30,8,20210064 - Daniel Alberto González González,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,290,Matematica Intermedia 1,A,Si,No,30,18,17,matutina,11:20-12:10; 10:30-11:20,Laboratorio de Aguas,20121108 - Daniel Antonio Quintana Archila,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,290,Matematica Intermedia 1,B,Si,No,30,20,18,matutina,8:00-8:50; 8:50-9:40,Laboratorio de Aguas,20121108 - Daniel Antonio Quintana Archila,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,290,Matematica Intermedia 1,C,Si,No,45,35,33,vespertina,17:50-18:40,13,,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,docente omitido por contaminacion de texto de horario en extraccion PDF
S2,290,Matematica Intermedia 1,C,Si,No,45,35,33,nocturna,18:40-19:30,13,20060719 - Álvaro Humberto Flores Aguilar,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,290,Matematica Intermedia 1,D,Si,No,20,8,7,vespertina,15:20-16:10,13,20060719 - Álvaro Humberto Flores Aguilar,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,290,Matematica Intermedia 1,D,Si,No,20,8,7,vespertina,16:10-17:00,13,,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,docente omitido por contaminacion de texto de horario en extraccion PDF
S2,085,Logica,A,Si,No,45,28,27,vespertina,15:20-16:10,11,7240 - Jorge Aparicio García Ixcot,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,147,Fisica 2,A,Si,No,30,24,24,matutina,10:30-11:20,Laboratorio de Física,20090968 - David Luis Ernesto Aguilar López,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,147,Fisica 2,B,Si,No,20,10,10,vespertina,15:20-16:10,7,20090968 - David Luis Ernesto Aguilar López,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,2798,Lenguajes Formales y de Programacion,A,Si,No,45,36,34,vespertina,16:10-17:00,Laboratorio de Aguas,20210064 - Daniel Alberto González González,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,2799,Matematica de Computo 2,A,Si,No,45,32,30,vespertina,17:00-17:50,Laboratorio de Aguas,20190230 - Mauricio Gerardo López Maldonado,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,2800,Introduccion a la Programacion y Computacion 2,A,Si,No,30,19,15,vespertina,17:50-18:40,1,20170779 - José Moisés Granados Guevara,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,291,Matematica Intermedia 2,A,Si,No,30,18,16,vespertina,16:10-17:00,10,15731 - Humberto Osvaldo Hernández Sac,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,291,Matematica Intermedia 2,B,Si,No,20,8,8,vespertina,14:30-15:20,10,20060719 - Álvaro Humberto Flores Aguilar,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,292,Matematica Intermedia 3,A,Si,No,20,12,12,vespertina,17:00-17:50,9,15731 - Humberto Osvaldo Hernández Sac,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,292,Matematica Intermedia 3,B,Si,No,20,10,9,nocturna,19:30-20:20,Laboratorio de Ingeniería Eléctrica,950082 - Carlos Alberto Quijivix Racancoj,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,949,Estadistica 1,A,Si,No,30,20,18,vespertina,13:40-14:30,11,980415 - Deiffy Amarilis Morales -Flores,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,949,Estadistica 1,B,Si,No,20,8,8,vespertina,13:40-14:30,10,20090969 - Santiago Alejandro Pineda Barillas,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,094,Ecologia,A,Si,No,20,8,8,vespertina,17:00-17:50,Salón Mayor,20040950 - Luis Efraín Aballí De León Régil,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,2803,Organizacion de Lenguajes y Compiladores 1,A,Si,No,30,16,16,nocturna,19:30-20:20,1,20210064 - Daniel Alberto González González,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,673,Matematica Aplicada 1,A,Si,No,20,9,9,vespertina,15:20-16:10,3,15731 - Humberto Osvaldo Hernández Sac,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,674,Matematica Aplicada 3,A,Si,No,20,10,10,vespertina,14:30-15:20; 15:20-16:10,11,20090969 - Santiago Alejandro Pineda Barillas,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,694,Contabilidad 1,A,Si,No,20,9,9,vespertina,17:00-17:50,7,20130481 - Carlos Eduardo Chavarria Alecio,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,2808,Teoria de Sistemas 1,A,Si,No,30,20,17,vespertina,16:10-17:00,1,20190235 - Pedro Luis Domingo Vásquez,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,2809,Economia,A,Si,No,45,26,26,vespertina,17:50-18:40,Salón de Proyecciones,20081074 - Erick Norberto Stewart Herrador,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,2810,Organizacion de Lenguajes y Compiladores 2,A,Si,No,30,16,15,vespertina,14:30-15:20,1,20170779 - José Moisés Granados Guevara,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,2811,Arquitectura de Computadores y Ensambladores 1,A,Si,No,30,24,24,vespertina,15:20-16:10,1,20190230 - Mauricio Gerardo López Maldonado,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,2812,Manejo e Implementacion de Archivos,A,Si,No,30,22,18,vespertina,13:00-13:40,1,20061134 - Christian Alberto López Quiroa,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,670,Ingenieria Electrica 1,A,Si,No,20,9,9,nocturna,20:20-21:10,Salón Mayor,950082 - Carlos Alberto Quijivix Racancoj,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,685,Investigacion de Operaciones 1,A,Si,No,20,10,8,nocturna,18:40-19:30,6,20140186 - Ana Alicia Armas Hernández,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,779,Contabilidad 2,A,Si,No,20,3,3,nocturna,19:30-20:20,8,20191428 - Sergio Arturo Martínez Rodas,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,795,Investigacion de Operaciones 2,A,Si,No,20,12,10,vespertina,17:50-18:40,7,20140186 - Ana Alicia Armas Hernández,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,919,Contabilidad 3,A,Si,No,20,6,6,vespertina,13:40-14:30,9,20140186 - Ana Alicia Armas Hernández,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,943,Administracion de Empresas 1,A,Si,No,20,5,5,vespertina,17:50-18:40,Salón TICS,20130481 - Carlos Eduardo Chavarria Alecio,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,950,Estadistica 2,A,Si,No,20,5,5,nocturna,18:40-19:30,10,20161063 - Pablo Cesar Lopez Fuentes,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,2819,Sistemas Operativos 2,A,Si,No,45,26,24,nocturna,19:30-20:20,Salón Hugo Pineda,20180828 - Otto Alejandro Soto Macal,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,2820,Redes de Computadoras 2,A,Si,No,30,18,17,vespertina,17:50-18:40,6,20151974 - Juan Francisco Rojas Santizo,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,2821,Sistemas de Bases de Datos 2,A,Si,No,20,11,10,nocturna,20:20-21:10,1,20190235 - Pedro Luis Domingo Vásquez,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,2822,Analisis y Diseño de Sistemas 1,A,Si,No,30,18,18,vespertina,17:00-17:50,1,20210064 - Daniel Alberto González González,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,2823,Seminario de Sistemas 1,A,Si,No,30,17,14,nocturna,18:40-19:30,Salón Hugo Pineda,20190235 - Pedro Luis Domingo Vásquez,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,690,Ingenieria Economica 1,A,Si,No,30,22,21,vespertina,15:20-16:10,5,980415 - Deiffy Amarilis Morales -Flores,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,2570,Etica Profesional,A,Si,No,20,12,11,nocturna,18:40-19:30,Salón TICS,20191428 - Sergio Arturo Martínez Rodas,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,2829,Practica Final,A,Si,No,20,10,10,vespertina,16:10-17:00,Salón TICS,20170779 - José Moisés Granados Guevara,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,2834,Sistemas Organizacionales y Gerenciales 2,A,Si,No,20,15,13,nocturna,20:20-21:10,Salón Hugo Pineda,20180828 - Otto Alejandro Soto Macal,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,2836,Software Avanzado,A,Si,No,20,14,14,nocturna,18:40-19:30,1,20170779 - José Moisés Granados Guevara,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,2837,Seminario de Investigacion,A,Si,No,20,13,12,vespertina,17:50-18:40,Salón Hugo Pineda,20190235 - Pedro Luis Domingo Vásquez,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
S2,912,Planeamiento,A,Si,No,20,4,4,nocturna,19:30-20:20,10,20181694 - Bryan Enrique López Pérez,presencial,2024-07-15,2024-10-30/2024-10-31,Dias Cursos Segundo Semestre 2024.pdf,codigo_pdf,
V2,169,Matematica Basica 1,A,Si,No,45,30,29,vespertina,13:00-15:00,Lab. de Física,Ing. David Luis Ernesto Aguilar,presencial,2024-12-01,2024-12-31,HORARIO EDV-Dic-2024 - Google Drive.html,nombre_html,Coincidencia por nombre desde horario de vacaciones; score=1.00
V2,170,Matematica Basica 2,A,Si,No,30,20,20,vespertina,13:00-15:00,6,Ing. Carlos Julián Hernández G.,presencial,2024-12-01,2024-12-31,HORARIO EDV-Dic-2024 - Google Drive.html,nombre_html,Coincidencia por nombre desde horario de vacaciones; score=1.00
V2,146,Fisica 1,A,Si,No,30,16,16,vespertina,17:00-19:00,Lab. de Eléctrica,Ing. Carlos Alberto Quijivix,presencial,2024-12-01,2024-12-31,HORARIO EDV-Dic-2024 - Google Drive.html,nombre_html,Coincidencia por nombre desde horario de vacaciones; score=1.00
V2,290,Matematica Intermedia 1,A,Si,No,30,24,22,vespertina,13:00-15:00,5,Ing. Alvaro Humberto Flores,presencial,2024-12-01,2024-12-31,HORARIO EDV-Dic-2024 - Google Drive.html,nombre_html,Coincidencia por nombre desde horario de vacaciones; score=1.00
V2,147,Fisica 2,A,Si,No,20,14,14,vespertina,15:00-17:00,13,Ing. Bryan Enrique López Pérez,presencial,2024-12-01,2024-12-31,HORARIO EDV-Dic-2024 - Google Drive.html,nombre_html,Coincidencia por nombre desde horario de vacaciones; score=1.00
V2,291,Matematica Intermedia 2,A,Si,No,20,12,12,nocturna,19:00-21:00,Aula Hugo Pineda,Ing. Aníbal López,presencial,2024-12-01,2024-12-31,HORARIO EDV-Dic-2024 - Google Drive.html,nombre_html,Coincidencia por nombre desde horario de vacaciones; score=1.00
V2,292,Matematica Intermedia 3,A,Si,No,20,10,9,vespertina,13:00-15:00,Salón de Proyecciones,Ing. Otto Soto,presencial,2024-12-01,2024-12-31,HORARIO EDV-Dic-2024 - Google Drive.html,nombre_html,Coincidencia por nombre desde horario de vacaciones; score=1.00
V2,094,Ecologia,A,Si,No,20,6,6,vespertina,15:00-17:00,11,Ing. Chistian López Quiroa,presencial,2024-12-01,2024-12-31,HORARIO EDV-Dic-2024 - Google Drive.html,nombre_html,Coincidencia por nombre desde horario de vacaciones; score=1.00
V2,673,Matematica Aplicada 1,A,Si,No,20,8,8,vespertina,17:00-19:00,5,Ing. Mauricio López,presencial,2024-12-01,2024-12-31,HORARIO EDV-Dic-2024 - Google Drive.html,nombre_html,Coincidencia por nombre desde horario de vacaciones; score=1.00
V2,694,Contabilidad 1,A,Si,No,20,7,7,vespertina,13:00-15:00,7,Ing. Carlos Chavarría,presencial,2024-12-01,2024-12-31,HORARIO EDV-Dic-2024 - Google Drive.html,nombre_html,Coincidencia por nombre desde horario de vacaciones; score=1.00
V2,2816,Redes de Computadoras 1,A,Si,No,20,12,12,vespertina,15:00-17:00,1,Ing. Mauicio López,presencial,2024-12-01,2024-12-31,HORARIO EDV-Dic-2024 - Google Drive.html,nombre_html,Coincidencia por nombre desde horario de vacaciones; score=1.00
V2,943,Administracion de Empresas 1,A,Si,No,20,5,4,vespertina,15:00-17:00,9,Ing. Pablo López,presencial,2024-12-01,2024-12-31,HORARIO EDV-Dic-2024 - Google Drive.html,nombre_html_aproximado,Coincidencia por nombre desde horario de vacaciones; score=0.81
V2,2822,Analisis y Diseño de Sistemas 1,A,Si,No,20,10,9,vespertina,17:00-19:00,11,Ing. Otto Soto,presencial,2024-12-01,2024-12-31,HORARIO EDV-Dic-2024 - Google Drive.html,nombre_html,Coincidencia por nombre desde horario de vacaciones; score=1.00
V2,690,Ingenieria Economica 1,A,Si,No,20,8,8,vespertina,15:00-17:00,10,Ing. Kent Calderón,presencial,2024-12-01,2024-12-31,HORARIO EDV-Dic-2024 - Google Drive.html,nombre_html,Coincidencia por nombre desde horario de vacaciones; score=1.00
V2,909,Preparacion y Evaluacion de Proyectos 1,A,Si,No,20,6,6,vespertina,15:00-17:00,12,Ing. Edelman Monzón,presencial,2024-12-01,2024-12-31,HORARIO EDV-Dic-2024 - Google Drive.html,nombre_html,Coincidencia por nombre desde horario de vacaciones; score=0.97
V2,912,Planeamiento,A,Si,No,20,4,4,vespertina,17:00-19:00,9,Ing. Jorge Mario González,presencial,2024-12-01,2024-12-31,HORARIO EDV-Dic-2024 - Google Drive.html,nombre_html,Coincidencia por nombre desde horario de vacaciones; score=0.96
S1,028,Social Humanistica 1,D,Si,No,20,2,2,,,,,presencial,2024-01-22,2024-05-03,Asignaciones Sistemas 2024.xlsx,codigo_asignaciones,Seccion incorporada desde asignaciones 2024.
S1,169,Matematica Basica 1,D,Si,No,20,3,3,,,,,presencial,2024-01-22,2024-05-03,Asignaciones Sistemas 2024.xlsx,codigo_asignaciones,Seccion incorporada desde asignaciones 2024.
S1,177,Deportes 1,B,Si,No,20,4,4,,,,,presencial,2024-01-22,2024-05-03,Asignaciones Sistemas 2024.xlsx,codigo_asignaciones,Seccion incorporada desde asignaciones 2024.
S1,177,Deportes 1,C,Si,No,20,1,1,,,,,presencial,2024-01-22,2024-05-03,Asignaciones Sistemas 2024.xlsx,codigo_asignaciones,Seccion incorporada desde asignaciones 2024.
S1,216,Quimica 1,D,Si,No,20,4,4,,,,,presencial,2024-01-22,2024-05-03,Asignaciones Sistemas 2024.xlsx,codigo_asignaciones,Seccion incorporada desde asignaciones 2024.
