estudiante_id_ofuscado,anio_academico,periodo_inscripcion,codigo_carrera,nombre_carrera,pensum,cohorte_ingreso
792400d2-ee7f-5700-8f46-f56d404e656f,2024,S1,58,Ciencias y Sistemas,2016-58,2021
79fbc371-b3f2-583e-af6a-cb69b75903b0,2024,S1,58,Ciencias y Sistemas,2016-58,2021
7bd40d41-d52d-5c5d-bd6a-72ac2a374717,2024,S1,58,Ciencias y Sistemas,2016-58,2021
80be8af0-a5ec-534c-8e5d-0a36ec0491a5,2024,S1,58,Ciencias y Sistemas,2016-58,2021
82c74821-0a18-59a5-b35b-8e5e0a96770d,2024,S1,58,Ciencias y Sistemas,2016-58,2021
8361b033-f5e1-594e-a892-84427b250f66,2024,S1,58,Ciencias y Sistemas,2016-58,2021
86608239-b711-5890-bc53-c65dc47d8ed0,2024,S1,58,Ciencias y Sistemas,2016-58,2021
8e23df98-c54f-5638-86da-c9506151f210,2024,S1,58,Ciencias y Sistemas,2016-58,2021
8f991504-6b31-501a-864a-6713b5eebd07,2024,S1,58,Ciencias y Sistemas,2016-58,2021
904fa107-1060-5bda-87eb-e3807921cca8,2024,S1,58,Ciencias y Sistemas,2016-58,2021
908ad6b6-bcca-5db9-bd43-adb0a789cb28,2024,S1,58,Ciencias y Sistemas,2016-58,2021
9c5dc1eb-c35d-56ef-902b-552a1c4e3aef,2024,S1,58,Ciencias y Sistemas,2016-58,2021
a5b8b644-851f-5f51-9a26-7f64e89643f7,2024,S1,58,Ciencias y Sistemas,2016-58,2021
a7bd029d-5a6a-5bb6-bc5c-4ddb5411b6fe,2024,S1,58,Ciencias y Sistemas,2016-58,2021
ac6e2eee-e6dd-5733-9b4a-4e568a986417,2024,S1,58,Ciencias y Sistemas,2016-58,2021
ae7e8863-692f-5fe0-bc4c-ffffc01f7957,2024,S1,58,Ciencias y Sistemas,2016-58,2021
b01c0133-92dd-5f13-8b4b-3e6a951b3bb4,2024,S1,58,Ciencias y Sistemas,2016-58,2021
b087e7e2-4850-54b0-8175-03303200035b,2024,S1,58,Ciencias y Sistemas,2016-58,2021
b9facbf6-29ab-55ae-aa89-75b3f95ef27d,2024,S1,58,Ciencias y Sistemas,2016-58,2021
bb2df0dc-340e-59b9-8c78-651baefa28d4,2024,S1,58,Ciencias y Sistemas,2016-58,2021
bd33a1e4-88e2-5537-8532-82d6a9b59ed2,2024,S1,58,Ciencias y Sistemas,2016-58,2021
bfb0c4a8-e5d5-50a9-880b-4f06cf9de121,2024,S1,58,Ciencias y Sistemas,2016-58,2021
bfb8eb31-ec7f-58d3-9056-bff848c8e69d,2024,S1,58,Ciencias y Sistemas,2016-58,2021
c3fcfe06-c7d0-5bcb-9082-cad8ca841cd2,2024,S1,58,Ciencias y Sistemas,2016-58,2021
c3fdd0ea-defe-56bf-8614-d4895c9df8cb,2024,S1,58,Ciencias y Sistemas,2016-58,2021
c5f349ec-47c3-53b7-9e1d-d9bf18f726a3,2024,S1,58,Ciencias y Sistemas,2016-58,2021
c7e1cd7b-9639-50d9-8dfc-1d73b1c85f64,2024,S1,58,Ciencias y Sistemas,2016-58,2021
c89bf0ca-8b71-5ca2-971d-575175c65ad9,2024,S1,58,Ciencias y Sistemas,2016-58,2021
c9ab122a-e4e7-51dc-af6b-059ecfaf700a,2024,S1,58,Ciencias y Sistemas,2016-58,2021
ca344a73-ffb8-5b0a-a30a-0b081b5c1bcc,2024,S1,58,Ciencias y Sistemas,2016-58,2021
d270e775-97e6-55a2-8ab6-43f3863627b6,2024,S1,58,Ciencias y Sistemas,2016-58,2021
d3d78ab0-e4e1-5add-9569-389af29f0c5f,2024,S1,58,Ciencias y Sistemas,2016-58,2021
da36824c-8b4b-5355-b4d7-f8c483b0a556,2024,S1,58,Ciencias y Sistemas,2016-58,2021
daac4940-d50e-5f20-8627-7705544803ed,2024,S1,58,Ciencias y Sistemas,2016-58,2021
dba52ccd-1502-5df9-b31a-3e80d6f796d2,2024,S1,58,Ciencias y Sistemas,2016-58,2021
de300aca-315d-5ec3-8a15-b7198afc11e1,2024,S1,58,Ciencias y Sistemas,2016-58,2021
e52db2fa-d8d9-5bda-a7fc-5c159063b4ee,2024,S1,58,Ciencias y Sistemas,2016-58,2021
