estudiante_id_ofuscado,codigo_curso,periodo_academico,fecha_acta,oportunidad_evaluacion,seccion,zona,nota_examen,nota_total,resultado,numero_acta,estado_acta,fecha_acta_dt,zona_num,nota_examen_num,nota_total_num,es_equivalencia,es_nsp
d1be5647-fdd8-53fe-8b3c-64441ddd5977,028,S1,2024-05-14,Ordinario,A,56,17,73,Aprobado,ACTA-2024-S1-028-A-ORD,Normal,2024-05-14,56,17,73,False,False
f1655cb7-00bc-5455-9379-254358e903cf,028,S1,2024-05-14,Ordinario,A,40,17,57,Reprobado,ACTA-2024-S1-028-A-ORD,Normal,2024-05-14,40,17,57,False,False
f1655cb7-00bc-5455-9379-254358e903cf,028,S1,2024-05-27,Primera recuperacion,A,40,17,57,Reprobado,ACTA-2024-S1-028-A-REC1,Normal,2024-05-27,40,17,57,False,False
17c7a9a2-f074-5a25-9c33-123c3f252a00,028,S1,2024-05-09,Ordinario,B,35,0,35,Reprobado,ACTA-2024-S1-028-B-ORD,Normal,2024-05-09,35,0,35,False,False
4ca64fe3-739c-5549-9021-88056df3ce2c,028,S1,2024-05-09,Ordinario,B,61,4,65,Aprobado,ACTA-2024-S1-028-B-ORD,Normal,2024-05-09,61,4,65,False,False
b92068f4-3013-587a-8e70-ce58bab62301,028,S1,2024-05-09,Ordinario,B,57,23,80,Aprobado,ACTA-2024-S1-028-B-ORD,Normal,2024-05-09,57,23,80,False,False
17c7a9a2-f074-5a25-9c33-123c3f252a00,028,S1,2024-05-28,Primera recuperacion,B,35,0,35,Reprobado,ACTA-2024-S1-028-B-REC1,Normal,2024-05-28,35,0,35,False,False
79f7bd09-d805-5ce8-ab92-7f3812865478,028,S1,2024-05-14,Ordinario,C,47,5,52,Reprobado,ACTA-2024-S1-028-C-ORD,Normal,2024-05-14,47,5,52,False,False
92fcb7e2-aae7-5aa4-81b8-b92b825fe8a7,028,S1,2024-05-14,Ordinario,C,63,1,64,Aprobado,ACTA-2024-S1-028-C-ORD,Normal,2024-05-14,63,1,64,False,False
b48cf04d-3355-5979-a671-d15244b9f856,028,S1,2024-05-14,Ordinario,C,40,3,43,Reprobado,ACTA-2024-S1-028-C-ORD,Normal,2024-05-14,40,3,43,False,False
cf443787-1a74-5a5e-bff3-2ef5575818ac,028,S1,2024-05-14,Ordinario,C,48,19,67,Aprobado,ACTA-2024-S1-028-C-ORD,Normal,2024-05-14,48,19,67,False,False
e47c32f0-0c28-5157-bc7c-72d90ae601f8,028,S1,2024-05-14,Ordinario,C,67,15,82,Aprobado,ACTA-2024-S1-028-C-ORD,Normal,2024-05-14,67,15,82,False,False
b48cf04d-3355-5979-a671-d15244b9f856,028,S1,2024-05-28,Primera recuperacion,C,40,3,43,Reprobado,ACTA-2024-S1-028-C-REC1,Normal,2024-05-28,40,3,43,False,False
286fa7de-31f8-56c1-8023-d8120c448dc4,028,S1,2024-05-08,Ordinario,D,46,4,50,Reprobado,ACTA-2024-S1-028-D-ORD,Normal,2024-05-08,46,4,50,False,False
d31f1530-eb29-5bdd-b1a8-a3ae4c08702f,028,S1,2024-05-08,Ordinario,D,52,26,78,Aprobado,ACTA-2024-S1-028-D-ORD,Normal,2024-05-08,52,26,78,False,False
286fa7de-31f8-56c1-8023-d8120c448dc4,028,S1,2024-05-27,Primera recuperacion,D,46,4,50,Reprobado,ACTA-2024-S1-028-D-REC1,Normal,2024-05-27,46,4,50,False,False
00951361-bee7-5343-85b9-b2de39c38298,028,S1,2024-05-16,Ordinario,E,49,21,70,Aprobado,ACTA-2024-S1-028-E-ORD,Normal,2024-05-16,49,21,70,False,False
421e5b33-6bf8-5c14-a03b-3a4e6da333e6,028,S1,2024-05-16,Ordinario,E,37,25,62,Aprobado,ACTA-2024-S1-028-E-ORD,Normal,2024-05-16,37,25,62,False,False
76c382db-d59f-56da-9b78-fa2341e8a839,028,S1,2024-05-16,Ordinario,E,40,27,67,Aprobado,ACTA-2024-S1-028-E-ORD,Normal,2024-05-16,40,27,67,False,False
79e7db35-50f0-5599-a41c-31b243f13720,028,S1,2024-05-16,Ordinario,E,58,22,80,Aprobado,ACTA-2024-S1-028-E-ORD,Normal,2024-05-16,58,22,80,False,False
898ef159-1bc5-50f4-a839-8a6328ead4e2,028,S1,2024-05-16,Ordinario,E,50,9,59,Reprobado,ACTA-2024-S1-028-E-ORD,Normal,2024-05-16,50,9,59,False,False
aa0e548f-62ee-554b-83fc-7eb4613cf4ff,028,S1,2024-05-16,Ordinario,E,50,5,55,Reprobado,ACTA-2024-S1-028-E-ORD,Normal,2024-05-16,50,5,55,False,False
be370c13-7be9-54a5-89bb-4bdce7fb2e43,028,S1,2024-05-16,Ordinario,E,54,16,70,Aprobado,ACTA-2024-S1-028-E-ORD,Normal,2024-05-16,54,16,70,False,False
dda7d84e-c79a-5f19-b8d1-4090f3239620,028,S1,2024-05-16,Ordinario,E,63,29,92,Aprobado,ACTA-2024-S1-028-E-ORD,Normal,2024-05-16,63,29,92,False,False
fb399764-8cce-535f-a2de-db636fb7aac4,028,S1,2024-05-16,Ordinario,E,49,8,57,Reprobado,ACTA-2024-S1-028-E-ORD,Normal,2024-05-16,49,8,57,False,False
aa0e548f-62ee-554b-83fc-7eb4613cf4ff,028,S1,2024-05-21,Primera recuperacion,E,50,11,61,Aprobado,ACTA-2024-S1-028-E-REC1,Normal,2024-05-21,50,11,61,False,False
9b21c50e-3681-517b-af9a-5d043499cb27,028,S1,2024-05-10,Ordinario,F,48,28,76,Aprobado,ACTA-2024-S1-028-F-ORD,Normal,2024-05-10,48,28,76,False,False
d3fc7fce-8bb1-5b8f-a4d5-58e2ef066b24,028,S1,2024-05-10,Ordinario,F,55,6,61,Aprobado,ACTA-2024-S1-028-F-ORD,Normal,2024-05-10,55,6,61,False,False
e1e5ddb0-f781-58a0-8ee3-0398d09b2498,028,S1,2024-05-10,Ordinario,F,57,14,71,Aprobado,ACTA-2024-S1-028-F-ORD,Normal,2024-05-10,57,14,71,False,False
f23552cd-6876-5561-b470-73e7c5e2bebe,028,S1,2024-05-10,Ordinario,F,35,20,55,Reprobado,ACTA-2024-S1-028-F-ORD,Normal,2024-05-10,35,20,55,False,False
f23552cd-6876-5561-b470-73e7c5e2bebe,028,S1,2024-05-25,Primera recuperacion,F,35,20,55,Reprobado,ACTA-2024-S1-028-F-REC1,Normal,2024-05-25,35,20,55,False,False
f23552cd-6876-5561-b470-73e7c5e2bebe,028,S1,2024-07-07,Segunda recuperacion,F,35,20,55,Reprobado,ACTA-2024-S1-028-F-REC2,Normal,2024-07-07,35,20,55,False,False
136359a4-f6ba-5d83-bc2f-db84eb392890,072,S1,2024-05-13,Ordinario,A,31,NSP,31,NSP,ACTA-2024-S1-072-A-ORD,Normal,2024-05-13,31,,31,False,True
1f2b77ef-07aa-502d-929d-d94213b94b63,072,S1,2024-05-13,Ordinario,A,36,4,40,Reprobado,ACTA-2024-S1-072-A-ORD,Normal,2024-05-13,36,4,40,False,False
3d0a4f10-ddc8-5c1d-9130-52080699b517,072,S1,2024-05-13,Ordinario,A,50,8,58,Reprobado,ACTA-2024-S1-072-A-ORD,Normal,2024-05-13,50,8,58,False,False
3e703abf-7a8c-5481-8fa7-6bc889902317,072,S1,2024-05-13,Ordinario,A,37,26,63,Aprobado,ACTA-2024-S1-072-A-ORD,Normal,2024-05-13,37,26,63,False,False
8cd78b9b-ec67-5cc2-a2e0-f9086c2a104e,072,S1,2024-05-13,Ordinario,A,49,7,56,Reprobado,ACTA-2024-S1-072-A-ORD,Normal,2024-05-13,49,7,56,False,False
978d05a1-a5a9-5ba4-9e3c-f3840d820cc0,072,S1,2024-05-13,Ordinario,A,57,24,81,Aprobado,ACTA-2024-S1-072-A-ORD,Normal,2024-05-13,57,24,81,False,False
9ffa6583-b745-5ab4-b96f-0cb448667369,072,S1,2024-05-13,Ordinario,A,34,6,40,Reprobado,ACTA-2024-S1-072-A-ORD,Normal,2024-05-13,34,6,40,False,False
b481fb0d-4c7d-5dbf-8e5a-85fcf4533ba4,072,S1,2024-05-13,Ordinario,A,36,26,62,Aprobado,ACTA-2024-S1-072-A-ORD,Normal,2024-05-13,36,26,62,False,False
b73c830f-c8ef-567b-bcb4-081b76752502,072,S1,2024-05-13,Ordinario,A,55,15,70,Aprobado,ACTA-2024-S1-072-A-ORD,Normal,2024-05-13,55,15,70,False,False
c51f9510-af9e-5a2e-8d05-9db91cfc5948,072,S1,2024-05-13,Ordinario,A,63,0,63,Aprobado,ACTA-2024-S1-072-A-ORD,Normal,2024-05-13,63,0,63,False,False
d2f58abe-3bd7-5f07-9c7e-3a449807463d,072,S1,2024-05-13,Ordinario,A,41,26,67,Aprobado,ACTA-2024-S1-072-A-ORD,Normal,2024-05-13,41,26,67,False,False
da0c1c2d-eae2-57b8-b466-96a10f60d443,072,S1,2024-05-13,Ordinario,A,43,16,59,Reprobado,ACTA-2024-S1-072-A-ORD,Normal,2024-05-13,43,16,59,False,False
dc7a4a7d-204c-510b-8a49-6ce8ff399651,072,S1,2024-05-13,Ordinario,A,42,28,70,Aprobado,ACTA-2024-S1-072-A-ORD,Normal,2024-05-13,42,28,70,False,False
f52fddd3-e36f-5a82-a378-727e37fe4596,072,S1,2024-05-13,Ordinario,A,51,23,74,Aprobado,ACTA-2024-S1-072-A-ORD,Normal,2024-05-13,51,23,74,False,False
fc57b469-8570-5031-b6b6-027ecfb0f9a7,072,S1,2024-05-13,Ordinario,A,63,2,65,Aprobado,ACTA-2024-S1-072-A-ORD,Normal,2024-05-13,63,2,65,False,False
1f2b77ef-07aa-502d-929d-d94213b94b63,072,S1,2024-05-25,Primera recuperacion,A,36,4,40,Reprobado,ACTA-2024-S1-072-A-REC1,Normal,2024-05-25,36,4,40,False,False
3d0a4f10-ddc8-5c1d-9130-52080699b517,072,S1,2024-05-25,Primera recuperacion,A,50,8,58,Reprobado,ACTA-2024-S1-072-A-REC1,Normal,2024-05-25,50,8,58,False,False
8cd78b9b-ec67-5cc2-a2e0-f9086c2a104e,072,S1,2024-05-25,Primera recuperacion,A,49,7,56,Reprobado,ACTA-2024-S1-072-A-REC1,Normal,2024-05-25,49,7,56,False,False
9ffa6583-b745-5ab4-b96f-0cb448667369,072,S1,2024-05-25,Primera recuperacion,A,34,29,63,Aprobado,ACTA-2024-S1-072-A-REC1,Normal,2024-05-25,34,29,63,False,False
da0c1c2d-eae2-57b8-b466-96a10f60d443,072,S1,2024-05-25,Primera recuperacion,A,43,16,59,Reprobado,ACTA-2024-S1-072-A-REC1,Normal,2024-05-25,43,16,59,False,False
1f2b77ef-07aa-502d-929d-d94213b94b63,072,S1,2024-07-08,Segunda recuperacion,A,36,30,66,Aprobado,ACTA-2024-S1-072-A-REC2,Normal,2024-07-08,36,30,66,False,False
3d0a4f10-ddc8-5c1d-9130-52080699b517,072,S1,2024-07-08,Segunda recuperacion,A,50,8,58,Reprobado,ACTA-2024-S1-072-A-REC2,Normal,2024-07-08,50,8,58,False,False
0045968e-85a2-5b82-bc32-83b532db55cd,072,S1,2024-05-12,Ordinario,C,53,15,68,Aprobado,ACTA-2024-S1-072-C-ORD,Normal,2024-05-12,53,15,68,False,False
00a20d4b-9043-50fd-9656-3d18b3d769d1,072,S1,2024-05-12,Ordinario,C,47,16,63,Aprobado,ACTA-2024-S1-072-C-ORD,Normal,2024-05-12,47,16,63,False,False
01bab3f1-2982-57c8-8f29-8cf445b6214e,072,S1,2024-05-12,Ordinario,C,51,24,75,Aprobado,ACTA-2024-S1-072-C-ORD,Normal,2024-05-12,51,24,75,False,False
0982685f-f12c-5cbc-87fb-2af443788fef,072,S1,2024-05-12,Ordinario,C,49,15,64,Aprobado,ACTA-2024-S1-072-C-ORD,Normal,2024-05-12,49,15,64,False,False
11b3b6a5-c3f8-5413-a4d3-bf4c2dee1df7,072,S1,2024-05-12,Ordinario,C,45,28,73,Aprobado,ACTA-2024-S1-072-C-ORD,Normal,2024-05-12,45,28,73,False,False
13b9c86d-9619-5631-94db-1fa1670bd20b,072,S1,2024-05-12,Ordinario,C,56,28,84,Aprobado,ACTA-2024-S1-072-C-ORD,Normal,2024-05-12,56,28,84,False,False
270a0504-64d3-5ff7-bda8-d02793ef8a81,072,S1,2024-05-12,Ordinario,C,56,30,86,Aprobado,ACTA-2024-S1-072-C-ORD,Normal,2024-05-12,56,30,86,False,False
27211edc-1649-54b6-b315-76064d324463,072,S1,2024-05-12,Ordinario,C,37,9,46,Reprobado,ACTA-2024-S1-072-C-ORD,Normal,2024-05-12,37,9,46,False,False
2a26e298-c5dc-52aa-94db-7ad1d63e65cb,072,S1,2024-05-12,Ordinario,C,39,19,58,Reprobado,ACTA-2024-S1-072-C-ORD,Normal,2024-05-12,39,19,58,False,False
41833e6f-ff9c-5e3d-8bc1-bf5c5abc3959,072,S1,2024-05-12,Ordinario,C,51,NSP,51,NSP,ACTA-2024-S1-072-C-ORD,Normal,2024-05-12,51,,51,False,True
44265d66-98f6-5e01-98b4-22e7f68180a9,072,S1,2024-05-12,Ordinario,C,45,6,51,Reprobado,ACTA-2024-S1-072-C-ORD,Normal,2024-05-12,45,6,51,False,False
47413417-88fb-5b3e-957d-208714a3e40a,072,S1,2024-05-12,Ordinario,C,49,24,73,Aprobado,ACTA-2024-S1-072-C-ORD,Normal,2024-05-12,49,24,73,False,False
496acb28-ec74-5afd-ad47-b5e79d157dbe,072,S1,2024-05-12,Ordinario,C,49,21,70,Aprobado,ACTA-2024-S1-072-C-ORD,Normal,2024-05-12,49,21,70,False,False
4a2ce805-bcd0-5f19-ab09-687335d8db6b,072,S1,2024-05-12,Ordinario,C,33,14,47,Reprobado,ACTA-2024-S1-072-C-ORD,Normal,2024-05-12,33,14,47,False,False
54efacbd-8d05-5312-8217-122e8f73fddc,072,S1,2024-05-12,Ordinario,C,66,22,88,Aprobado,ACTA-2024-S1-072-C-ORD,Normal,2024-05-12,66,22,88,False,False
590a15b3-d7a2-52b9-ab96-bf974ee42530,072,S1,2024-05-12,Ordinario,C,39,22,61,Aprobado,ACTA-2024-S1-072-C-ORD,Normal,2024-05-12,39,22,61,False,False
5f88dc9a-1680-52ba-95d3-277b3d08cd6a,072,S1,2024-05-12,Ordinario,C,58,NSP,58,NSP,ACTA-2024-S1-072-C-ORD,Normal,2024-05-12,58,,58,False,True
61c7e1ff-5e5c-5001-8567-a3771ff133dd,072,S1,2024-05-12,Ordinario,C,66,10,76,Aprobado,ACTA-2024-S1-072-C-ORD,Normal,2024-05-12,66,10,76,False,False
6a5add93-63e2-56da-ad52-61e4a59b33d7,072,S1,2024-05-12,Ordinario,C,33,10,43,Reprobado,ACTA-2024-S1-072-C-ORD,Normal,2024-05-12,33,10,43,False,False
73b10026-ae9f-549d-9df0-f12a55fe95f5,072,S1,2024-05-12,Ordinario,C,40,27,67,Aprobado,ACTA-2024-S1-072-C-ORD,Normal,2024-05-12,40,27,67,False,False
82c26a79-1d7f-541f-a528-1fa65eacb07f,072,S1,2024-05-12,Ordinario,C,42,29,71,Aprobado,ACTA-2024-S1-072-C-ORD,Normal,2024-05-12,42,29,71,False,False
892d453e-ad59-5c86-bc3e-bdd521dd397b,072,S1,2024-05-12,Ordinario,C,49,3,52,Reprobado,ACTA-2024-S1-072-C-ORD,Normal,2024-05-12,49,3,52,False,False
8c6b782d-1004-5643-8e93-3a5fca01dcd3,072,S1,2024-05-12,Ordinario,C,42,2,44,Reprobado,ACTA-2024-S1-072-C-ORD,Normal,2024-05-12,42,2,44,False,False
ad10f604-2695-5bb8-9b2b-5740bf0e649d,072,S1,2024-05-12,Ordinario,C,62,5,67,Aprobado,ACTA-2024-S1-072-C-ORD,Normal,2024-05-12,62,5,67,False,False
bc81ba4d-c2d3-5069-aa38-750cf904b140,072,S1,2024-05-12,Ordinario,C,39,10,49,Reprobado,ACTA-2024-S1-072-C-ORD,Normal,2024-05-12,39,10,49,False,False
bd6823c1-6617-541e-b44d-2de09a66e52e,072,S1,2024-05-12,Ordinario,C,33,20,53,Reprobado,ACTA-2024-S1-072-C-ORD,Normal,2024-05-12,33,20,53,False,False
bfe5ef19-d0c8-5540-803a-a9fd11a6409a,072,S1,2024-05-12,Ordinario,C,43,20,63,Aprobado,ACTA-2024-S1-072-C-ORD,Normal,2024-05-12,43,20,63,False,False
c22564cf-cae3-58e7-b34e-1ee6d3c9993a,072,S1,2024-05-12,Ordinario,C,53,0,53,Reprobado,ACTA-2024-S1-072-C-ORD,Normal,2024-05-12,53,0,53,False,False
c9be5db4-4388-5e6e-bdb4-3792752de6b4,072,S1,2024-05-12,Ordinario,C,34,15,49,Reprobado,ACTA-2024-S1-072-C-ORD,Normal,2024-05-12,34,15,49,False,False
d11c046e-c9c2-5193-9cc1-77492c5d1264,072,S1,2024-05-12,Ordinario,C,43,29,72,Aprobado,ACTA-2024-S1-072-C-ORD,Normal,2024-05-12,43,29,72,False,False
d79beb1a-7cf0-5775-9371-58bfa0b31898,072,S1,2024-05-12,Ordinario,C,41,12,53,Reprobado,ACTA-2024-S1-072-C-ORD,Normal,2024-05-12,41,12,53,False,False
e42d7ce0-3048-53ab-8d1d-178e47c9bc3e,072,S1,2024-05-12,Ordinario,C,39,27,66,Aprobado,ACTA-2024-S1-072-C-ORD,Normal,2024-05-12,39,27,66,False,False
e900eff1-a3f4-5be4-86dd-49f64721fc82,072,S1,2024-05-12,Ordinario,C,42,30,72,Aprobado,ACTA-2024-S1-072-C-ORD,Normal,2024-05-12,42,30,72,False,False
ed913d33-9a4a-5cda-a123-31a39a3a328e,072,S1,2024-05-12,Ordinario,C,51,12,63,Aprobado,ACTA-2024-S1-072-C-ORD,Normal,2024-05-12,51,12,63,False,False
f1bca5fd-d3c7-5b2e-a90e-fbbf75fbcb41,072,S1,2024-05-12,Ordinario,C,55,9,64,Aprobado,ACTA-2024-S1-072-C-ORD,Normal,2024-05-12,55,9,64,False,False
f75c73c4-4353-55c2-b404-dd551be115aa,072,S1,2024-05-12,Ordinario,C,47,23,70,Aprobado,ACTA-2024-S1-072-C-ORD,Normal,2024-05-12,47,23,70,False,False
fc8f1dd9-0500-5ce4-9533-7c16115f0457,072,S1,2024-05-12,Ordinario,C,34,23,57,Reprobado,ACTA-2024-S1-072-C-ORD,Normal,2024-05-12,34,23,57,False,False
27211edc-1649-54b6-b315-76064d324463,072,S1,2024-05-22,Primera recuperacion,C,37,30,67,Aprobado,ACTA-2024-S1-072-C-REC1,Normal,2024-05-22,37,30,67,False,False
2a26e298-c5dc-52aa-94db-7ad1d63e65cb,072,S1,2024-05-22,Primera recuperacion,C,39,19,58,Reprobado,ACTA-2024-S1-072-C-REC1,Normal,2024-05-22,39,19,58,False,False
4a2ce805-bcd0-5f19-ab09-687335d8db6b,072,S1,2024-05-22,Primera recuperacion,C,33,29,62,Aprobado,ACTA-2024-S1-072-C-REC1,Normal,2024-05-22,33,29,62,False,False
8c6b782d-1004-5643-8e93-3a5fca01dcd3,072,S1,2024-05-22,Primera recuperacion,C,42,2,44,Reprobado,ACTA-2024-S1-072-C-REC1,Normal,2024-05-22,42,2,44,False,False
bd6823c1-6617-541e-b44d-2de09a66e52e,072,S1,2024-05-22,Primera recuperacion,C,33,20,53,Reprobado,ACTA-2024-S1-072-C-REC1,Normal,2024-05-22,33,20,53,False,False
c9be5db4-4388-5e6e-bdb4-3792752de6b4,072,S1,2024-05-22,Primera recuperacion,C,34,15,49,Reprobado,ACTA-2024-S1-072-C-REC1,Normal,2024-05-22,34,15,49,False,False
d79beb1a-7cf0-5775-9371-58bfa0b31898,072,S1,2024-05-22,Primera recuperacion,C,41,29,70,Aprobado,ACTA-2024-S1-072-C-REC1,Normal,2024-05-22,41,29,70,False,False
2a26e298-c5dc-52aa-94db-7ad1d63e65cb,072,S1,2024-07-07,Segunda recuperacion,C,39,27,66,Aprobado,ACTA-2024-S1-072-C-REC2,Normal,2024-07-07,39,27,66,False,False
46f5141f-c212-54cb-a059-aceb91052900,077,S1,2024-05-12,Ordinario,A,51,0,51,Reprobado,ACTA-2024-S1-077-A-ORD,Normal,2024-05-12,51,0,51,False,False
4a6b3546-7880-595e-b541-6aab9d24320b,077,S1,2024-05-12,Ordinario,A,38,30,68,Aprobado,ACTA-2024-S1-077-A-ORD,Normal,2024-05-12,38,30,68,False,False
536a507b-cae9-556a-aca9-6fa541df708f,077,S1,2024-05-12,Ordinario,A,45,13,58,Reprobado,ACTA-2024-S1-077-A-ORD,Normal,2024-05-12,45,13,58,False,False
7f65857e-5b14-557a-bd52-34d73e3b4017,077,S1,2024-05-12,Ordinario,A,53,10,63,Aprobado,ACTA-2024-S1-077-A-ORD,Normal,2024-05-12,53,10,63,False,False
7f9606ee-06b3-5cde-b8e8-5ecc400c2647,077,S1,2024-05-12,Ordinario,A,35,6,41,Reprobado,ACTA-2024-S1-077-A-ORD,Normal,2024-05-12,35,6,41,False,False
89e30471-3014-5c79-9455-e1c4f2ee60bd,077,S1,2024-05-12,Ordinario,A,32,27,59,Reprobado,ACTA-2024-S1-077-A-ORD,Normal,2024-05-12,32,27,59,False,False
8adbc82c-808f-5b1d-b86c-04b04f2a4aad,077,S1,2024-05-12,Ordinario,A,53,9,62,Aprobado,ACTA-2024-S1-077-A-ORD,Normal,2024-05-12,53,9,62,False,False
a0ce5501-c941-5d6f-bdff-a357ccb52bd7,077,S1,2024-05-12,Ordinario,A,51,21,72,Aprobado,ACTA-2024-S1-077-A-ORD,Normal,2024-05-12,51,21,72,False,False
b69b6146-9244-5946-800b-bab8d07fdf29,077,S1,2024-05-12,Ordinario,A,57,20,77,Aprobado,ACTA-2024-S1-077-A-ORD,Normal,2024-05-12,57,20,77,False,False
bd33a1e4-88e2-5537-8532-82d6a9b59ed2,077,S1,2024-05-12,Ordinario,A,49,26,75,Aprobado,ACTA-2024-S1-077-A-ORD,Normal,2024-05-12,49,26,75,False,False
c89bf0ca-8b71-5ca2-971d-575175c65ad9,077,S1,2024-05-12,Ordinario,A,55,12,67,Aprobado,ACTA-2024-S1-077-A-ORD,Normal,2024-05-12,55,12,67,False,False
d4527165-c6ec-5c29-a3ed-988cd19e5f3f,077,S1,2024-05-12,Ordinario,A,68,9,77,Aprobado,ACTA-2024-S1-077-A-ORD,Normal,2024-05-12,68,9,77,False,False
ea6d5422-828f-5de1-9fda-fcc0b60d4590,077,S1,2024-05-12,Ordinario,A,49,29,78,Aprobado,ACTA-2024-S1-077-A-ORD,Normal,2024-05-12,49,29,78,False,False
f113ca9c-f96d-574a-8d4e-37dbed8a6755,077,S1,2024-05-12,Ordinario,A,38,22,60,Reprobado,ACTA-2024-S1-077-A-ORD,Normal,2024-05-12,38,22,60,False,False
f4c71755-c25b-53e6-aae7-bf388a03494c,077,S1,2024-05-12,Ordinario,A,40,26,66,Aprobado,ACTA-2024-S1-077-A-ORD,Normal,2024-05-12,40,26,66,False,False
46f5141f-c212-54cb-a059-aceb91052900,077,S1,2024-05-26,Primera recuperacion,A,51,0,51,Reprobado,ACTA-2024-S1-077-A-REC1,Normal,2024-05-26,51,0,51,False,False
7f9606ee-06b3-5cde-b8e8-5ecc400c2647,077,S1,2024-05-26,Primera recuperacion,A,35,6,41,Reprobado,ACTA-2024-S1-077-A-REC1,Normal,2024-05-26,35,6,41,False,False
89e30471-3014-5c79-9455-e1c4f2ee60bd,077,S1,2024-05-26,Primera recuperacion,A,32,30,62,Aprobado,ACTA-2024-S1-077-A-REC1,Normal,2024-05-26,32,30,62,False,False
f113ca9c-f96d-574a-8d4e-37dbed8a6755,077,S1,2024-05-26,Primera recuperacion,A,38,22,60,Reprobado,ACTA-2024-S1-077-A-REC1,Normal,2024-05-26,38,22,60,False,False
46f5141f-c212-54cb-a059-aceb91052900,077,S1,2024-07-09,Segunda recuperacion,A,51,10,61,Aprobado,ACTA-2024-S1-077-A-REC2,Normal,2024-07-09,51,10,61,False,False
0450959e-48dc-5783-9140-cfcec928c5c5,085,S1,2024-05-14,Ordinario,A,49,21,70,Aprobado,ACTA-2024-S1-085-A-ORD,Normal,2024-05-14,49,21,70,False,False
0fa55129-2054-5d0a-ac6a-c453dfc1133a,085,S1,2024-05-14,Ordinario,A,38,21,59,Reprobado,ACTA-2024-S1-085-A-ORD,Normal,2024-05-14,38,21,59,False,False
101fcc1c-02cb-502a-895a-dc14ec8bc4fc,085,S1,2024-05-14,Ordinario,A,57,14,71,Aprobado,ACTA-2024-S1-085-A-ORD,Normal,2024-05-14,57,14,71,False,False
15a0bb40-c6d6-5f6a-8142-f1c5ba0a121a,085,S1,2024-05-14,Ordinario,A,68,15,83,Aprobado,ACTA-2024-S1-085-A-ORD,Normal,2024-05-14,68,15,83,False,False
16882813-1901-5922-b351-e490c6282bc4,085,S1,2024-05-14,Ordinario,A,34,11,45,Reprobado,ACTA-2024-S1-085-A-ORD,Normal,2024-05-14,34,11,45,False,False
18a74ce6-ba44-5c94-a2c3-22a8ded6786a,085,S1,2024-05-14,Ordinario,A,49,5,54,Reprobado,ACTA-2024-S1-085-A-ORD,Normal,2024-05-14,49,5,54,False,False
229d23a0-bac6-55e3-9d53-ef85f45542e0,085,S1,2024-05-14,Ordinario,A,41,19,60,Reprobado,ACTA-2024-S1-085-A-ORD,Normal,2024-05-14,41,19,60,False,False
23b6caf2-e88d-5562-aa80-01e9ef57ebe9,085,S1,2024-05-14,Ordinario,A,49,9,58,Reprobado,ACTA-2024-S1-085-A-ORD,Normal,2024-05-14,49,9,58,False,False
366b165f-922c-5847-b813-fc6ef6c3a751,085,S1,2024-05-14,Ordinario,A,46,2,48,Reprobado,ACTA-2024-S1-085-A-ORD,Normal,2024-05-14,46,2,48,False,False
36f4d3ec-4023-5b34-8dc2-6e588a93f6a1,085,S1,2024-05-14,Ordinario,A,45,21,66,Aprobado,ACTA-2024-S1-085-A-ORD,Normal,2024-05-14,45,21,66,False,False
3e286a49-0d95-56da-aeae-91cae0ed2763,085,S1,2024-05-14,Ordinario,A,51,10,61,Aprobado,ACTA-2024-S1-085-A-ORD,Normal,2024-05-14,51,10,61,False,False
41c3459c-e2e4-550d-a299-2cc964c7cfea,085,S1,2024-05-14,Ordinario,A,44,15,59,Reprobado,ACTA-2024-S1-085-A-ORD,Normal,2024-05-14,44,15,59,False,False
4a07ae27-bce6-5958-80da-0b26f4d4650a,085,S1,2024-05-14,Ordinario,A,48,22,70,Aprobado,ACTA-2024-S1-085-A-ORD,Normal,2024-05-14,48,22,70,False,False
56d6a85b-af6a-5056-b7e5-6fc2b0054af8,085,S1,2024-05-14,Ordinario,A,49,25,74,Aprobado,ACTA-2024-S1-085-A-ORD,Normal,2024-05-14,49,25,74,False,False
6473da69-8d8c-53e3-9a2c-6841674fb2d0,085,S1,2024-05-14,Ordinario,A,53,21,74,Aprobado,ACTA-2024-S1-085-A-ORD,Normal,2024-05-14,53,21,74,False,False
6d078a78-d8e3-5b7a-89a1-43baa31b9780,085,S1,2024-05-14,Ordinario,A,48,28,76,Aprobado,ACTA-2024-S1-085-A-ORD,Normal,2024-05-14,48,28,76,False,False
717b731e-7f1f-5d15-97ab-fe9730798a9c,085,S1,2024-05-14,Ordinario,A,48,21,69,Aprobado,ACTA-2024-S1-085-A-ORD,Normal,2024-05-14,48,21,69,False,False
75ad2a1d-e65d-5b36-9b02-6dc6f12138a4,085,S1,2024-05-14,Ordinario,A,32,NSP,32,NSP,ACTA-2024-S1-085-A-ORD,Normal,2024-05-14,32,,32,False,True
7aac2ae8-68aa-51a1-b8a6-24cdb91b4935,085,S1,2024-05-14,Ordinario,A,59,5,64,Aprobado,ACTA-2024-S1-085-A-ORD,Normal,2024-05-14,59,5,64,False,False
7d36a894-5a69-5be2-93a2-a8c1d01df056,085,S1,2024-05-14,Ordinario,A,46,14,60,Reprobado,ACTA-2024-S1-085-A-ORD,Normal,2024-05-14,46,14,60,False,False
