antecedente,consecuente,tamano_antecedente,tamano_consecuente,soporte,confianza,lift,soporte_antecedente,soporte_consecuente,leverage,consecuente_relevante
area_ciencias_de_la_computacion,no_abierto_siguiente,1,1,0.12032281731474688,1.0,1.6451418225709113,0.12032281731474688,0.6078503301540719,0.047184553084909917,True
area_ciencias_de_la_computacion + curso_obligatorio,no_abierto_siguiente,2,1,0.12032281731474688,1.0,1.6451418225709113,0.12032281731474688,0.6078503301540719,0.047184553084909917,True
area_ciencias_de_la_computacion + ocupacion_media,no_abierto_siguiente,2,1,0.10014673514306677,1.0,1.6451418225709113,0.10014673514306677,0.6078503301540719,0.03927250912250124,True
area_ciencias_de_la_computacion + sin_riesgo_retraso,no_abierto_siguiente,2,1,0.08914159941305942,1.0,1.6451418225709113,0.08914159941305942,0.6078503301540719,0.034956848779369235,True
area_ciencias_de_la_computacion + sin_recuperacion,no_abierto_siguiente,2,1,0.08730741012472487,1.0,1.6451418225709113,0.08730741012472487,0.6078503301540719,0.0342375720555139,True
aprobo + area_ciencias_de_la_computacion,no_abierto_siguiente,2,1,0.08290535583272193,1.0,1.6451418225709113,0.08290535583272193,0.6078503301540719,0.0325113079182611,True
bloqueo_medio + semestre_2,no_abierto_siguiente,2,1,0.08143800440205429,1.0,1.6451418225709113,0.08143800440205429,0.6078503301540719,0.03193588653917683,True
area_ciencias_de_la_computacion + bloqueo_medio,no_abierto_siguiente,2,1,0.08070432868672046,1.0,1.6451418225709113,0.08070432868672046,0.6078503301540719,0.0316481758496347,True
bloqueo_alto + requiere_laboratorio,no_abierto_siguiente,2,1,0.07740278796771827,1.0,1.6451418225709113,0.07740278796771827,0.6078503301540719,0.0303534777466951,True
curso_no_base + semestre_2,no_abierto_siguiente,2,1,0.07300073367571533,1.0,1.6451418225709113,0.07300073367571533,0.6078503301540719,0.028627213609442294,True
area_ciencias_de_la_computacion + no_requiere_laboratorio,no_abierto_siguiente,2,1,0.0722670579603815,1.0,1.6451418225709113,0.0722670579603815,0.6078503301540719,0.02833950291990016,True
area_desarrollo_de_software + requiere_laboratorio,no_abierto_siguiente,2,1,0.0719002201027146,1.0,1.6451418225709113,0.0719002201027146,0.6078503301540719,0.028195647575129094,True
area_ciencias_de_la_computacion + curso_base,no_abierto_siguiente,2,1,0.07043286867204696,1.0,1.6451418225709113,0.07043286867204696,0.6078503301540719,0.02762022619604483,True
bloqueo_bajo + ocupacion_media,no_abierto_siguiente,2,1,0.0685986793837124,1.0,1.6451418225709113,0.0685986793837124,0.6078503301540719,0.026900949472189496,True
periodo_v2,no_abierto_siguiente,1,1,0.06823184152604549,1.0,1.6451418225709113,0.06823184152604549,0.6078503301540719,0.026757094127418425,True
periodo_v2 + sin_recuperacion,no_abierto_siguiente,2,1,0.06823184152604549,1.0,1.6451418225709113,0.06823184152604549,0.6078503301540719,0.026757094127418425,True
area_desarrollo_de_software + bloqueo_alto,no_abierto_siguiente,2,1,0.06676449009537784,1.0,1.6451418225709113,0.06676449009537784,0.6078503301540719,0.02618167274833416,True
curso_obligatorio + semestre_7,no_abierto_siguiente,2,1,0.0652971386647102,1.0,1.6451418225709113,0.0652971386647102,0.6078503301540719,0.02560625136924989,True
ocupacion_media + semestre_7,no_abierto_siguiente,2,1,0.0652971386647102,1.0,1.6451418225709113,0.0652971386647102,0.6078503301540719,0.02560625136924989,True
area_desarrollo_de_software + periodo_s1,no_abierto_siguiente,2,1,0.06419662509170947,1.0,1.6451418225709113,0.06419662509170947,0.6078503301540719,0.02517468533493669,True
periodo_s1 + semestre_7,no_abierto_siguiente,2,1,0.061628760088041086,1.0,1.6451418225709113,0.061628760088041086,0.6078503301540719,0.024167697921539222,True
area_ciencias_de_la_computacion + zona_media,no_abierto_siguiente,2,1,0.061261922230374175,1.0,1.6451418225709113,0.061261922230374175,0.6078503301540719,0.024023842576768158,True
area_ciencias_basicas_y_complementarias + periodo_v2,no_abierto_siguiente,2,1,0.059060895084372705,1.0,1.6451418225709113,0.059060895084372705,0.6078503301540719,0.02316071050814176,True
area_ciencias_de_la_computacion + periodo_s2,no_abierto_siguiente,2,1,0.058694057226705794,1.0,1.6451418225709113,0.058694057226705794,0.6078503301540719,0.023016855163370688,True
area_ciencias_de_la_computacion + periodo_s1,no_abierto_siguiente,2,1,0.05722670579603815,1.0,1.6451418225709113,0.05722670579603815,0.6078503301540719,0.022441433784286424,True
curso_obligatorio + periodo_v2,no_abierto_siguiente,2,1,0.0553925165077036,1.0,1.6451418225709113,0.0553925165077036,0.6078503301540719,0.02172215706043109,True
ocupacion_alta,no_abierto_siguiente,1,1,0.05392516507703595,1.0,1.6451418225709113,0.05392516507703595,0.6078503301540719,0.02114673568134682,True
area_desarrollo_de_software + ocupacion_alta,no_abierto_siguiente,2,1,0.05392516507703595,1.0,1.6451418225709113,0.05392516507703595,0.6078503301540719,0.02114673568134682,True
area_desarrollo_de_software + semestre_3,no_abierto_siguiente,2,1,0.05392516507703595,1.0,1.6451418225709113,0.05392516507703595,0.6078503301540719,0.02114673568134682,True
bloqueo_alto + ocupacion_alta,no_abierto_siguiente,2,1,0.05392516507703595,1.0,1.6451418225709113,0.05392516507703595,0.6078503301540719,0.02114673568134682,True
curso_base + ocupacion_alta,no_abierto_siguiente,2,1,0.05392516507703595,1.0,1.6451418225709113,0.05392516507703595,0.6078503301540719,0.02114673568134682,True
curso_no_base + semestre_1,no_abierto_siguiente,2,1,0.05392516507703595,1.0,1.6451418225709113,0.05392516507703595,0.6078503301540719,0.02114673568134682,True
curso_obligatorio + ocupacion_alta,no_abierto_siguiente,2,1,0.05392516507703595,1.0,1.6451418225709113,0.05392516507703595,0.6078503301540719,0.02114673568134682,True
ocupacion_alta + requiere_laboratorio,no_abierto_siguiente,2,1,0.05392516507703595,1.0,1.6451418225709113,0.05392516507703595,0.6078503301540719,0.02114673568134682,True
ocupacion_alta + semestre_3,no_abierto_siguiente,2,1,0.05392516507703595,1.0,1.6451418225709113,0.05392516507703595,0.6078503301540719,0.02114673568134682,True
no_requiere_laboratorio + periodo_v2,no_abierto_siguiente,2,1,0.05282465150403522,1.0,1.6451418225709113,0.05282465150403522,0.6078503301540719,0.02071516964703362,True
bloqueo_medio + semestre_7,no_abierto_siguiente,2,1,0.05099046221570066,1.0,1.6451418225709113,0.05099046221570066,0.6078503301540719,0.01999589292317829,True
aprobo + semestre_7,no_abierto_siguiente,2,1,0.050256786500366836,0.9785714285714285,1.6098887835158204,0.05135730007336757,0.6078503301540719,0.019039234694948618,True
semestre_7,no_abierto_siguiente,1,1,0.0752017608217168,0.976190476190476,1.6059717791763657,0.07703595011005136,0.6078503301540719,0.02837543311358947,True
semestre_7 + sin_recuperacion,no_abierto_siguiente,2,1,0.05832721936903888,0.9754601226993865,1.6047702441029137,0.05979457079970653,0.6078503301540719,0.02198106976701624,True
no_requiere_laboratorio + semestre_7,no_abierto_siguiente,2,1,0.061995597945708,0.971264367816092,1.5978676322671497,0.06382978723404255,0.6078503301540719,0.02319664070183107,True
semestre_7 + sin_riesgo_retraso,no_abierto_siguiente,2,1,0.054658840792369774,0.9675324675324675,1.5917281270328947,0.05649303008070433,0.6078503301540719,0.02031953380640973,True
bloqueo_bajo + curso_obligatorio,no_abierto_siguiente,2,1,0.07593543653705062,0.9627906976744186,1.5839272431264124,0.07887013939838591,0.6078503301540719,0.02799419626444407,True
bloqueo_bajo + periodo_s1,no_abierto_siguiente,2,1,0.06566397652237711,0.9521276595744681,1.5663850331925167,0.06896551724137931,0.6078503301540719,0.023743264097958364,True
bloqueo_bajo + periodo_s2,no_abierto_siguiente,2,1,0.06456346294937637,0.9513513513513512,1.5651078960674614,0.06786500366837858,0.6078503301540719,0.02331169806364515,True
area_desarrollo_de_software + curso_obligatorio,no_abierto_siguiente,2,1,0.11408657373440939,0.945288753799392,1.5551340632813173,0.1206896551724138,0.6078503301540719,0.04072532699167658,True
area_desarrollo_de_software + curso_base,no_abierto_siguiente,2,1,0.1012472487160675,0.9387755102040816,1.54441885384208,0.1078503301540719,0.6078503301540719,0.03569038992468923,True
area_desarrollo_de_software + sin_recuperacion,no_abierto_siguiente,2,1,0.08327219369038885,0.9380165289256198,1.5431702219983343,0.08877476155539252,0.6078503301540719,0.029310425569594505,True
area_desarrollo_de_software + zona_media,no_abierto_siguiente,2,1,0.06272927366104182,0.9344262295081966,1.5372636702711793,0.06713132795304476,0.6078503301540719,0.021923473801102288,True
area_desarrollo_de_software,no_abierto_siguiente,1,1,0.11592076302274394,0.9321533923303835,1.533524530774065,0.1243580337490829,0.6078503301540719,0.040329691151052685,True
aprobo + area_desarrollo_de_software,no_abierto_siguiente,2,1,0.07153338224504768,0.9285714285714284,1.5276316923872746,0.07703595011005136,0.6078503301540719,0.024707054536920355,True
aprobo + bloqueo_bajo,no_abierto_siguiente,2,1,0.09977989728539985,0.9283276450511946,1.5272306339224844,0.10748349229640498,0.6078503301540719,0.034446021006917446,True
bloqueo_bajo,no_abierto_siguiente,1,1,0.13939838591342626,0.926829268292683,1.5247655916510887,0.1504035216434336,0.6078503301540719,0.047975555626130054,True
bloqueo_bajo + curso_no_base,no_abierto_siguiente,2,1,0.13939838591342626,0.926829268292683,1.5247655916510887,0.1504035216434336,0.6078503301540719,0.047975555626130054,True
bloqueo_bajo + sin_riesgo_retraso,no_abierto_siguiente,2,1,0.13939838591342626,0.926829268292683,1.5247655916510887,0.1504035216434336,0.6078503301540719,0.047975555626130054,True
bloqueo_bajo + no_requiere_laboratorio,no_abierto_siguiente,2,1,0.13426265590608952,0.9242424242424243,1.5205098663155394,0.14526779163609685,0.6078503301540719,0.04596158079933513,True
bloqueo_bajo + sin_recuperacion,no_abierto_siguiente,2,1,0.11041819515774028,0.9204892966360856,1.5143354391249062,0.11995597945707998,0.6078503301540719,0.037502913440799146,True
bloqueo_bajo + zona_media,no_abierto_siguiente,2,1,0.07373440939104915,0.9136363636363637,1.5030613924397873,0.08070432868672046,0.6078503301540719,0.024678256553963385,True
area_ciencias_basicas_y_complementarias + bloqueo_bajo,no_abierto_siguiente,2,1,0.08657373440939105,0.9042145593869731,1.4875611882250386,0.09574468085106383,0.6078503301540719,0.028375298543575657,True
area_desarrollo_de_software + sin_riesgo_retraso,no_abierto_siguiente,2,1,0.07336757153338225,0.8968609865470852,1.4754635180008175,0.0818048422597212,0.6078503301540719,0.023642471157608945,True
curso_no_base + no_requiere_laboratorio,no_abierto_siguiente,2,1,0.22707263389581805,0.8919308357348703,1.4673527207080608,0.2545854732208364,0.6078503301540719,0.07232276994610201,True
bloqueo_bajo + curso_no_obligatorio,no_abierto_siguiente,2,1,0.06346294937637564,0.8871794871794872,1.459536078485988,0.07153338224504768,0.6078503301540719,0.019981359361685984,True
curso_no_base + periodo_s1,no_abierto_siguiente,2,1,0.16177549523110785,0.8784860557768924,1.4452341509039281,0.18415260454878943,0.6078503301540719,0.049838273757393955,True
curso_no_base + recuperacion,no_abierto_siguiente,2,1,0.06933235509904623,0.870967741935484,1.4328654583682134,0.07960381511371974,0.6078503301540719,0.02094514980064799,True
curso_no_base + ocupacion_media,no_abierto_siguiente,2,1,0.17278063096111518,0.8690036900369003,1.4296343144481534,0.1988261188554659,0.6078503301540719,0.051924108971567504,True
bloqueo_bajo + ocupacion_baja,no_abierto_siguiente,2,1,0.07079970652971386,0.8654708520179372,1.4238222948707886,0.0818048422597212,0.6078503301540719,0.021074606153940557,True
periodo_s2 + zona_alta,aprobo,2,1,0.09207630227439471,0.9881889763779527,1.4185377301770927,0.09317681584739546,0.6966250917094644,0.027166994389506982,True
sin_riesgo_retraso + zona_alta,aprobo,2,1,0.23991195891415995,0.9879154078549849,1.4181450246512317,0.24284666177549524,0.6966250917094644,0.0707388808834683,True
curso_no_base + zona_alta,aprobo,2,1,0.09904622157006603,0.9854014598540146,1.4145362714913343,0.10051357300073367,0.6966250917094644,0.029025944560383987,True
ocupacion_baja + zona_alta,aprobo,2,1,0.07043286867204696,0.9846153846153847,1.4134078664884353,0.07153338224504768,0.6966250917094644,0.020600919705302444,True
area_ciencias_basicas_y_complementarias + zona_alta,aprobo,2,1,0.15884079236977255,0.9840909090909091,1.4126549858777349,0.16140865737344093,0.6966250917094644,0.04639947162429775,True
no_requiere_laboratorio + zona_alta,aprobo,2,1,0.1867204695524578,0.9826254826254825,1.4105513773760219,0.19002201027146,0.6966250917094644,0.054346369220285184,True
no_abierto_siguiente + zona_alta,aprobo,2,1,0.1408657373440939,0.9820971867007673,1.4097930126099483,0.14343360234776228,0.6966250917094644,0.040946290954365167,True
bloqueo_medio + zona_alta,aprobo,2,1,0.14636830520909758,0.9803439803439803,1.407276298271559,0.14930300807043287,0.6966250917094644,0.04236008351953338,True
zona_alta,aprobo,1,1,0.23991195891415995,0.9790419161676647,1.405407195088496,0.2450476889214967,0.6966250917094644,0.06920559014603,True
sin_recuperacion + zona_alta,aprobo,2,1,0.23991195891415995,0.9790419161676647,1.405407195088496,0.2450476889214967,0.6966250917094644,0.06920559014603,True
curso_no_base + zona_alta,no_abierto_siguiente,2,1,0.08584005869405723,0.854014598540146,1.404975133144501,0.10051357300073367,0.6078503301540719,0.02474285016059586,True
curso_obligatorio + zona_alta,aprobo,2,1,0.21313279530447543,0.9781144781144782,1.4040758648446907,0.21790168745414526,0.6966250917094644,0.06133701229808444,True
periodo_s1 + zona_alta,aprobo,2,1,0.10931768158473955,0.9770491803278689,1.4025466380061984,0.11188554658840792,0.6966250917094644,0.03137540243162633,True
ocupacion_media + zona_alta,aprobo,2,1,0.16177549523110785,0.9756637168141593,1.4005578157111103,0.16581071166544387,0.6966250917094644,0.04626759301075645,True
abierto_siguiente + zona_alta,aprobo,2,1,0.09904622157006603,0.9747292418772562,1.3992163840744605,0.10161408657373441,0.6966250917094644,0.02825929919166484,True
curso_base + zona_alta,aprobo,2,1,0.1408657373440939,0.9746192893401016,1.3990585480469284,0.144534115920763,0.6966250917094644,0.04017964558564602,True
curso_no_base + curso_obligatorio,no_abierto_siguiente,2,1,0.2413793103448276,0.8479381443298969,1.3949785041902831,0.2846661775495231,0.6078503301540719,0.06834488033765232,True
curso_no_base + zona_baja,no_abierto_siguiente,2,1,0.0685986793837124,0.8461538461538463,1.3920430806369253,0.08107116654438738,0.6078503301540719,0.01931954403373079,True
bloqueo_alto + zona_alta,aprobo,2,1,0.055025678650036686,0.967741935483871,1.3891861590990164,0.05685986793837124,0.6966250917094644,0.01541566793288078,True
requiere_laboratorio + zona_alta,aprobo,2,1,0.05319148936170213,0.9666666666666667,1.3876426189222397,0.055025678650036686,0.6966250917094644,0.014859220925744807,True
curso_no_base + periodo_s2,no_abierto_siguiente,2,1,0.13242846661775495,0.8434579439252335,1.3876079391310723,0.15700660308143802,0.6078503301540719,0.03699195109833353,True
aprobo + curso_no_base,no_abierto_siguiente,2,1,0.22597212032281733,0.8403819918144612,1.3825475616694154,0.2688921496698459,0.6078503301540719,0.06252593837016338,True
curso_no_base,no_abierto_siguiente,1,1,0.31841526045487895,0.8378378378378378,1.3783620675594122,0.38004402054292,0.6078503301540719,0.08740537709478413,True
curso_no_base + perdio,no_abierto_siguiente,2,1,0.09244314013206163,0.8316831683168318,1.3682367633263026,0.1111518708730741,0.6078503301540719,0.024879438724620784,True
curso_no_base + sin_recuperacion,no_abierto_siguiente,2,1,0.24908290535583272,0.829059829059829,1.3639209981998153,0.3004402054292003,0.6078503301540719,0.06646022729413614,True
curso_no_base + zona_media,no_abierto_siguiente,2,1,0.16250917094644168,0.824953445065177,1.3571654141506775,0.19699192956713132,0.6078503301540719,0.04276756152137323,True
aprobo + area_metodologia_de_sistemas,no_abierto_siguiente,2,1,0.06456346294937637,0.8224299065420559,1.3530138353854222,0.07850330154071901,0.6078503301540719,0.01684520518966566,True
area_desarrollo_de_software + sin_riesgo_retraso,aprobo,2,1,0.07703595011005136,0.9417040358744395,1.3518089530246036,0.0818048422597212,0.6966250917094644,0.020048644368594812,True
area_metodologia_de_sistemas + zona_media,no_abierto_siguiente,2,1,0.05172413793103448,0.8197674418604651,1.3486337033866191,0.06309611151870873,0.6078503301540719,0.01337114571294925,True
curso_no_base + sin_riesgo_retraso,no_abierto_siguiente,2,1,0.26559060895084374,0.8116591928251121,1.3352944837907397,0.3272193690388848,0.6078503301540719,0.06669020744775053,True
area_ciencias_de_la_computacion + sin_riesgo_retraso,aprobo,2,1,0.08290535583272193,0.9300411522633745,1.3350669726540068,0.08914159941305942,0.6966250917094644,0.020807080966471075,True
area_metodologia_de_sistemas,no_abierto_siguiente,1,1,0.08767424798239179,0.8101694915254238,1.3328437138794844,0.1082171680117388,0.6078503301540719,0.021894406678117692,True
area_metodologia_de_sistemas + no_requiere_laboratorio,no_abierto_siguiente,2,1,0.08767424798239179,0.8101694915254238,1.3328437138794844,0.1082171680117388,0.6078503301540719,0.021894406678117692,True
curso_no_base + curso_no_obligatorio,no_abierto_siguiente,2,1,0.07703595011005136,0.8076923076923077,1.3287683951534284,0.09537784299339692,0.6078503301540719,0.019060496757131812,True
curso_no_base + ocupacion_baja,no_abierto_siguiente,2,1,0.14563462949376377,0.8036437246963564,1.3221079019446396,0.18121790168745414,0.6078503301540719,0.03548126812321664,True
area_metodologia_de_sistemas + curso_obligatorio,no_abierto_siguiente,2,1,0.08400586940572267,0.8035087719298245,1.3218858855043463,0.1045487894350697,0.6078503301540719,0.02045585323040701,True
area_metodologia_de_sistemas + sin_recuperacion,no_abierto_siguiente,2,1,0.06786500366837858,0.7974137931034484,1.3118587809293907,0.0851063829787234,0.6078503301540719,0.01613306067654268,True
no_abierto_siguiente + sin_riesgo_retraso,aprobo,2,1,0.417461482024945,0.913322632423756,1.3110676650801258,0.4570799706529714,0.6966250917094644,0.0990481055502595,True
area_metodologia_de_sistemas + ocupacion_media,no_abierto_siguiente,2,1,0.05722670579603815,0.7959183673469387,1.309398593474807,0.0719002201027146,0.6078503301540719,0.01352213326845264,True
semestre_7 + sin_riesgo_retraso,aprobo,2,1,0.05135730007336757,0.9090909090909091,1.3049930585475609,0.05649303008070433,0.6966250917094644,0.012002837812451386,True
recuperacion + requiere_laboratorio,no_abierto_siguiente,2,1,0.05099046221570066,0.7853107344632768,1.2919475329794163,0.06493030080704329,0.6078503301540719,0.011522557433136196,True
bloqueo_medio + curso_no_base,no_abierto_siguiente,2,1,0.17901687454145268,0.7795527156549521,1.2824747754226913,0.22964049889948643,0.6078503301540719,0.03942982146865409,True
area_ciencias_basicas_y_complementarias + curso_no_base,no_abierto_siguiente,2,1,0.20506236243580336,0.7742382271468143,1.2737316881123815,0.2648569332355099,0.6078503301540719,0.044068988125003705,True
area_metodologia_de_sistemas + sin_riesgo_retraso,no_abierto_siguiente,2,1,0.07043286867204696,0.7741935483870968,1.2736581852161895,0.09097578870139399,0.6078503301540719,0.015133205473877538,True
semestre_2 + sin_riesgo_retraso,aprobo,2,1,0.10014673514306677,0.8806451612903226,1.264159404780105,0.11371973587674249,0.6966250917094644,0.020926713708754957,True
requiere_laboratorio + sin_riesgo_retraso,aprobo,2,1,0.16581071166544387,0.8776699029126213,1.2598884440967908,0.18892149669845928,0.6966250917094644,0.0342032567019904,True
periodo_s2 + requiere_laboratorio,no_abierto_siguiente,2,1,0.08877476155539252,0.7634069400630915,1.2559126847386768,0.11628760088041086,0.6078503301540719,0.018089304967409833,True
perdio + requiere_laboratorio,no_abierto_siguiente,2,1,0.06713132795304476,0.756198347107438,1.2440535269854414,0.08877476155539252,0.6078503301540719,0.013169559832250412,True
area_metodologia_de_sistemas + sin_riesgo_retraso,aprobo,2,1,0.07850330154071901,0.8629032258064516,1.2386909918632898,0.09097578870139399,0.6966250917094644,0.01512728439326956,True
sin_recuperacion + sin_riesgo_retraso,aprobo,2,1,0.6008804108584006,0.8621052631578948,1.2375455225742082,0.6969919295671313,0.6966250917094644,0.11533834400294118,True
periodo_s1 + requiere_laboratorio,no_abierto_siguiente,2,1,0.08217168011738811,0.7516778523489932,1.236616671999611,0.10931768158473955,0.6078503301540719,0.01572289127442647,True
requiere_laboratorio + zona_media,no_abierto_siguiente,2,1,0.09647835656639765,0.7471590909090909,1.2291826685686071,0.12912692589875274,0.6078503301540719,0.01798851202706042,True
semestre_5 + sin_riesgo_retraso,aprobo,2,1,0.06052824651504035,0.8549222797927462,1.2272344047999084,0.07079970652971386,0.6966250917094644,0.011207394460775268,True
bloqueo_medio + sin_riesgo_retraso,aprobo,2,1,0.4203961848862803,0.85331347728965,1.2249249810908827,0.4926632428466618,0.6966250917094644,0.07719460815634238,True
ocupacion_baja + periodo_s2,no_abierto_siguiente,2,1,0.08950843727072634,0.7416413373860182,1.2201051814811623,0.1206896551724138,0.6078503301540719,0.01614719052799353,True
periodo_s1 + sin_riesgo_retraso,aprobo,2,1,0.3261188554658841,0.8474737845567207,1.2165421467623068,0.3848129126925899,0.6966250917094644,0.05804852487042256,True
curso_base + requiere_laboratorio,no_abierto_siguiente,2,1,0.09501100513573,0.7357954545454546,1.2104878751303014,0.12912692589875274,0.6078503301540719,0.016521160596392775,True
ocupacion_baja + periodo_s1,no_abierto_siguiente,2,1,0.0685986793837124,0.7333333333333334,1.2064373365520018,0.09354365370506236,0.6078503301540719,0.011738138595272084,True
requiere_laboratorio,no_abierto_siguiente,1,1,0.1863536316947909,0.7319884726224783,1.2042248499510417,0.2545854732208364,0.6078503301540719,0.03160376774507487,True
curso_obligatorio + requiere_laboratorio,no_abierto_siguiente,2,1,0.1863536316947909,0.7319884726224783,1.2042248499510417,0.2545854732208364,0.6078503301540719,0.03160376774507487,True
periodo_s2 + semestre_2,no_abierto_siguiente,2,1,0.050256786500366836,0.7287234042553191,1.1988533494266747,0.06896551724137931,0.6078503301540719,0.008336074075948087,True
curso_no_base + requiere_laboratorio,no_abierto_siguiente,2,1,0.09134262655906089,0.7280701754385964,1.1977786953805758,0.12545854732208364,0.6078503301540719,0.015082607148682106,True
area_metodologia_de_sistemas + curso_base,no_abierto_siguiente,2,1,0.05429200293470286,0.7254901960784313,1.1935342634337984,0.0748349229640499,0.6078503301540719,0.008803570303950597,True
curso_obligatorio + sin_riesgo_retraso,aprobo,2,1,0.611518708730741,0.82894082545997,1.1899382254891409,0.7377109317681585,0.6966250917094644,0.09761076323267315,True
periodo_s2 + sin_riesgo_retraso,aprobo,2,1,0.27256052824651505,0.8255555555555556,1.185078696389913,0.3301540719002201,0.6966250917094644,0.04256691763077111,True
aprobo + requiere_laboratorio,no_abierto_siguiente,2,1,0.11922230374174615,0.7190265486725664,1.182900646760058,0.16581071166544387,0.6078503301540719,0.01843420791282449,True
curso_no_base + sin_riesgo_retraso,aprobo,2,1,0.2688921496698459,0.8217488789237668,1.1796142411512314,0.3272193690388848,0.6966250917094644,0.04094292670401972,True
ocupacion_media + sin_riesgo_retraso,aprobo,2,1,0.4699192956713133,0.8216805644644003,1.1795161762664326,0.5719002201027146,0.6966250917094644,0.07151925239359685,True
sin_riesgo_retraso,aprobo,1,1,0.6966250917094644,0.8203023758099351,1.177537796976242,0.8492296404988995,0.6966250917094644,0.10503041551452308,True
curso_base + sin_riesgo_retraso,aprobo,2,1,0.4277329420396185,0.8193956430077302,1.1762361889621236,0.5220102714600147,0.6966250917094644,0.06408748881050336,True
bloqueo_alto + sin_riesgo_retraso,aprobo,2,1,0.16874541452677916,0.8185053380782917,1.1749581630339248,0.20616287600880412,0.6966250917094644,0.025127182120059044,True
requiere_laboratorio + sin_recuperacion,no_abierto_siguiente,2,1,0.13536316947909025,0.7137330754352031,1.174192132550612,0.1896551724137931,0.6078503301540719,0.020081210311938685,True
semestre_3 + sin_riesgo_retraso,aprobo,2,1,0.13793103448275862,0.8173913043478261,1.1733589761201548,0.16874541452677916,0.6966250917094644,0.020378744612489494,True
semestre_5,no_abierto_siguiente,1,1,0.06016140865737344,0.7038626609442059,1.1579539008653623,0.08547322083639032,0.6078503301540719,0.008206483152641691,True
no_requiere_laboratorio + sin_riesgo_retraso,aprobo,2,1,0.5308143800440206,0.803888888888889,1.1539763618278627,0.6603081438004402,0.6966250917094644,0.07082715881253271,True
periodo_s1 + sin_recuperacion,aprobo,2,1,0.2747615553925165,0.8019271948608138,1.1511603650292672,0.34262655906089506,0.6966250917094644,0.03607929726462225,True
periodo_s2 + sin_recuperacion,aprobo,2,1,0.22817314746881878,0.7994858611825192,1.147655849175117,0.28539985326485695,0.6966250917094644,0.02935644851432012,True
ocupacion_baja + sin_riesgo_retraso,aprobo,2,1,0.19552457813646368,0.7943368107302533,1.140264426566967,0.24614820249449743,0.6966250917094644,0.024051563999614584,True
sin_riesgo_retraso + zona_media,aprobo,2,1,0.35546588407923696,0.7923139820114472,1.1373606713866273,0.4486426999266324,0.6966250917094644,0.04293012209806496,True
curso_no_obligatorio + sin_recuperacion,no_abierto_siguiente,2,1,0.06786500366837858,0.6902985074626866,1.135638944685144,0.0983125458547322,0.6078503301540719,0.008105690212292287,True
bloqueo_bajo + sin_recuperacion,aprobo,2,1,0.0946441672780631,0.7889908256880734,1.132590305858709,0.11995597945707998,0.6966250917094644,0.011079822087676133,True
area_metodologia_de_sistemas + sin_recuperacion,aprobo,2,1,0.06713132795304476,0.7887931034482759,1.132306477093207,0.0851063829787234,0.6966250917094644,0.007844086105430768,True
semestre_2 + sin_recuperacion,aprobo,2,1,0.08620689655172414,0.7885906040268457,1.132015790719948,0.10931768158473955,0.6966250917094644,0.010053456592288929,True
curso_no_obligatorio,no_abierto_siguiente,1,1,0.07997065297138664,0.6855345911949685,1.127801626793895,0.11665443873807776,0.6078503301540719,0.009062213870508123,True
curso_no_obligatorio + no_requiere_laboratorio,no_abierto_siguiente,2,1,0.07997065297138664,0.6855345911949685,1.127801626793895,0.11665443873807776,0.6078503301540719,0.009062213870508123,True
perdio + periodo_s1,no_abierto_siguiente,2,1,0.08914159941305942,0.684507042253521,1.1261111630555813,0.1302274394717535,0.6078503301540719,0.009982807335034649,True
semestre_1 + sin_recuperacion,aprobo,2,1,0.09501100513573,0.782477341389728,1.1232402488827797,0.12142333088774762,0.6966250917094644,0.010424466120384182,True
semestre_4 + sin_riesgo_retraso,aprobo,2,1,0.12362435803374908,0.7819025522041763,1.1224151433957792,0.15810711665443875,0.6966250917094644,0.013482973394431705,True
curso_no_base + sin_recuperacion,aprobo,2,1,0.23477622890682318,0.7814407814407814,1.1217522749908215,0.3004402054292003,0.6966250917094644,0.025482043246496194,True
area_ciencias_basicas_y_complementarias + curso_no_obligatorio,no_abierto_siguiente,2,1,0.07446808510638298,0.6812080536912751,1.1206838589996477,0.10931768158473955,0.6078503301540719,0.008019296263421336,True
area_ciencias_de_la_computacion + sin_recuperacion,aprobo,2,1,0.06786500366837858,0.7773109243697479,1.1158238966992802,0.08730741012472487,0.6966250917094644,0.007044471083326294,True
area_ciencias_basicas_y_complementarias + sin_riesgo_retraso,aprobo,2,1,0.44240645634629494,0.7765614938828075,1.1147480949576267,0.5696991929567131,0.6966250917094644,0.045539703806016796,True
curso_no_obligatorio + sin_recuperacion,aprobo,2,1,0.07630227439471754,0.7761194029850748,1.1141134768495597,0.0983125458547322,0.6966250917094644,0.007815288122473799,True
aprobo + curso_no_obligatorio,no_abierto_siguiente,2,1,0.05759354365370506,0.6767241379310345,1.1133071816535909,0.0851063829787234,0.6078503301540719,0.005861600661869158,True
semestre_5 + sin_recuperacion,aprobo,2,1,0.05172413793103448,0.7747252747252747,1.1121122163776194,0.06676449009537784,0.6966250917094644,0.0052143188954062655,True
curso_obligatorio + ocupacion_baja,no_abierto_siguiente,2,1,0.14856933235509906,0.675,1.1104707302353654,0.22010271460014674,0.6078503301540719,0.014779824617592419,True
ocupacion_baja + perdio,no_abierto_siguiente,2,1,0.05942773294203962,0.6749999999999999,1.1104707302353651,0.0880410858400587,0.6078503301540719,0.005911929847036958,True
