itemset,tamano_itemset,soporte,conteo
ocupacion_media + periodo_s2 + semestre_4,3,0.06456346294937637,176
semestre_4 + sin_recuperacion + zona_media,3,0.06456346294937637,176
abierto_siguiente + curso_base + zona_baja,3,0.06419662509170947,175
area_ciencias_basicas_y_complementarias + bloqueo_bajo + curso_no_obligatorio,3,0.06419662509170947,175
area_ciencias_basicas_y_complementarias + curso_no_obligatorio + zona_media,3,0.06419662509170947,175
area_desarrollo_de_software + no_abierto_siguiente + periodo_s1,3,0.06419662509170947,175
bloqueo_alto + no_abierto_siguiente + zona_media,3,0.06419662509170947,175
bloqueo_medio + periodo_s1 + requiere_laboratorio,3,0.06419662509170947,175
curso_base + no_requiere_laboratorio + periodo_v1,3,0.06419662509170947,175
ocupacion_media + periodo_s1 + semestre_4,3,0.06419662509170947,175
periodo_s1 + semestre_4 + sin_riesgo_retraso,3,0.06419662509170947,175
periodo_s2 + recuperacion + zona_media,3,0.06419662509170947,175
aprobo + ocupacion_media + semestre_1,3,0.06382978723404255,174
area_desarrollo_de_software + curso_obligatorio + periodo_s1,3,0.06382978723404255,174
area_desarrollo_de_software + sin_recuperacion + sin_riesgo_retraso,3,0.06382978723404255,174
bloqueo_alto + periodo_s1 + zona_media,3,0.06382978723404255,174
bloqueo_medio + ocupacion_baja + periodo_s1,3,0.06382978723404255,174
no_requiere_laboratorio + periodo_s1 + semestre_3,3,0.06382978723404255,174
ocupacion_baja + periodo_s2 + zona_media,3,0.06382978723404255,174
abierto_siguiente + aprobo + semestre_4,3,0.06346294937637564,173
area_ciencias_de_la_computacion + no_requiere_laboratorio + ocupacion_media,3,0.06346294937637564,173
bloqueo_bajo + curso_no_obligatorio + no_abierto_siguiente,3,0.06346294937637564,173
bloqueo_bajo + no_requiere_laboratorio + ocupacion_media,3,0.06346294937637564,173
bloqueo_medio + semestre_3 + sin_riesgo_retraso,3,0.06346294937637564,173
curso_no_obligatorio + no_requiere_laboratorio + ocupacion_baja,3,0.06346294937637564,173
curso_obligatorio + periodo_s2 + semestre_3,3,0.06346294937637564,173
area_metodologia_de_sistemas + no_requiere_laboratorio + zona_media,3,0.06309611151870873,172
no_requiere_laboratorio + semestre_5 + sin_riesgo_retraso,3,0.06309611151870873,172
aprobo + no_abierto_siguiente + zona_baja,3,0.06272927366104182,171
area_ciencias_basicas_y_complementarias + ocupacion_baja + perdio,3,0.06272927366104182,171
area_desarrollo_de_software + no_abierto_siguiente + zona_media,3,0.06272927366104182,171
bloqueo_bajo + no_requiere_laboratorio + periodo_s2,3,0.06272927366104182,171
bloqueo_medio + no_requiere_laboratorio + semestre_5,3,0.06272927366104182,171
semestre_1 + sin_recuperacion + zona_media,3,0.06272927366104182,171
bloqueo_bajo + sin_recuperacion + zona_media,3,0.06236243580337491,170
curso_no_base + curso_obligatorio + zona_baja,3,0.06236243580337491,170
perdio + periodo_s1 + recuperacion,3,0.06236243580337491,170
periodo_s2 + sin_riesgo_retraso + zona_baja,3,0.06236243580337491,170
bloqueo_alto + no_abierto_siguiente + semestre_3,3,0.061995597945708,169
bloqueo_alto + periodo_s1 + semestre_3,3,0.061995597945708,169
bloqueo_medio + semestre_2 + sin_recuperacion,3,0.061995597945708,169
curso_base + ocupacion_media + requiere_laboratorio,3,0.061995597945708,169
curso_base + riesgo_retraso + zona_media,3,0.061995597945708,169
no_abierto_siguiente + no_requiere_laboratorio + semestre_7,3,0.061995597945708,169
no_abierto_siguiente + periodo_s1 + zona_baja,3,0.061995597945708,169
no_abierto_siguiente + periodo_s2 + recuperacion,3,0.061995597945708,169
abierto_siguiente + curso_no_base + sin_riesgo_retraso,3,0.061628760088041086,168
abierto_siguiente + no_requiere_laboratorio + recuperacion,3,0.061628760088041086,168
aprobo + curso_base + recuperacion,3,0.061628760088041086,168
area_ciencias_basicas_y_complementarias + curso_base + recuperacion,3,0.061628760088041086,168
bloqueo_medio + curso_no_base + zona_alta,3,0.061628760088041086,168
no_abierto_siguiente + periodo_s1 + semestre_7,3,0.061628760088041086,168
no_requiere_laboratorio + ocupacion_media + riesgo_retraso,3,0.061628760088041086,168
ocupacion_media + periodo_s1 + requiere_laboratorio,3,0.061628760088041086,168
abierto_siguiente + aprobo + semestre_1,3,0.061261922230374175,167
abierto_siguiente + ocupacion_media + recuperacion,3,0.061261922230374175,167
aprobo + area_desarrollo_de_software + sin_recuperacion,3,0.061261922230374175,167
area_ciencias_de_la_computacion + curso_obligatorio + zona_media,3,0.061261922230374175,167
area_ciencias_de_la_computacion + no_abierto_siguiente + zona_media,3,0.061261922230374175,167
area_desarrollo_de_software + curso_base + periodo_s1,3,0.061261922230374175,167
area_metodologia_de_sistemas + curso_obligatorio + zona_media,3,0.061261922230374175,167
curso_base + riesgo_retraso + sin_recuperacion,3,0.061261922230374175,167
curso_no_base + requiere_laboratorio + zona_media,3,0.061261922230374175,167
area_ciencias_basicas_y_complementarias + perdio + periodo_s2,3,0.06089508437270726,166
bloqueo_medio + ocupacion_media + semestre_2,3,0.06089508437270726,166
bloqueo_medio + ocupacion_media + semestre_3,3,0.06089508437270726,166
bloqueo_medio + semestre_3 + sin_recuperacion,3,0.06089508437270726,166
curso_base + ocupacion_media + riesgo_retraso,3,0.06089508437270726,166
curso_base + periodo_s2 + recuperacion,3,0.06089508437270726,166
ocupacion_media + periodo_s2 + recuperacion,3,0.06089508437270726,166
aprobo + semestre_5 + sin_riesgo_retraso,3,0.06052824651504035,165
area_ciencias_de_la_computacion + bloqueo_medio + sin_recuperacion,3,0.06052824651504035,165
area_metodologia_de_sistemas + curso_base + sin_riesgo_retraso,3,0.06052824651504035,165
bloqueo_bajo + curso_obligatorio + sin_recuperacion,3,0.06052824651504035,165
bloqueo_medio + no_requiere_laboratorio + semestre_4,3,0.06052824651504035,165
bloqueo_medio + perdio + periodo_s2,3,0.06052824651504035,165
curso_base + no_requiere_laboratorio + riesgo_retraso,3,0.06052824651504035,165
curso_obligatorio + no_abierto_siguiente + semestre_1,3,0.06052824651504035,165
no_requiere_laboratorio + semestre_5 + sin_recuperacion,3,0.06052824651504035,165
ocupacion_media + periodo_s2 + zona_alta,3,0.06052824651504035,165
aprobo + bloqueo_medio + semestre_2,3,0.06016140865737344,164
aprobo + curso_base + zona_baja,3,0.06016140865737344,164
aprobo + no_abierto_siguiente + recuperacion,3,0.06016140865737344,164
aprobo + no_abierto_siguiente + semestre_4,3,0.06016140865737344,164
area_metodologia_de_sistemas + no_requiere_laboratorio + periodo_s1,3,0.06016140865737344,164
bloqueo_medio + semestre_2 + sin_riesgo_retraso,3,0.06016140865737344,164
curso_base + periodo_s1 + zona_alta,3,0.06016140865737344,164
no_abierto_siguiente + recuperacion + riesgo_retraso,3,0.06016140865737344,164
perdio + recuperacion + riesgo_retraso,3,0.06016140865737344,164
abierto_siguiente + area_ciencias_basicas_y_complementarias + curso_no_base,3,0.05979457079970653,163
abierto_siguiente + bloqueo_alto + periodo_s1,3,0.05979457079970653,163
aprobo + bloqueo_medio + zona_baja,3,0.05979457079970653,163
area_ciencias_basicas_y_complementarias + periodo_s1 + recuperacion,3,0.05979457079970653,163
bloqueo_alto + curso_base + recuperacion,3,0.05979457079970653,163
bloqueo_alto + curso_obligatorio + recuperacion,3,0.05979457079970653,163
no_abierto_siguiente + requiere_laboratorio + semestre_3,3,0.05979457079970653,163
area_ciencias_basicas_y_complementarias + ocupacion_baja + semestre_1,3,0.05942773294203962,162
bloqueo_bajo + curso_no_obligatorio + sin_recuperacion,3,0.05942773294203962,162
curso_no_base + sin_riesgo_retraso + zona_baja,3,0.05942773294203962,162
no_abierto_siguiente + ocupacion_baja + perdio,3,0.05942773294203962,162
abierto_siguiente + bloqueo_medio + periodo_v1,3,0.059060895084372705,161
abierto_siguiente + semestre_3 + zona_media,3,0.059060895084372705,161
area_ciencias_basicas_y_complementarias + no_abierto_siguiente + periodo_v2,3,0.059060895084372705,161
area_ciencias_basicas_y_complementarias + periodo_v2 + sin_recuperacion,3,0.059060895084372705,161
bloqueo_medio + periodo_v1 + sin_recuperacion,3,0.059060895084372705,161
bloqueo_medio + periodo_v1 + sin_riesgo_retraso,3,0.059060895084372705,161
curso_base + semestre_2 + sin_riesgo_retraso,3,0.059060895084372705,161
curso_no_base + periodo_s2 + requiere_laboratorio,3,0.059060895084372705,161
curso_obligatorio + recuperacion + riesgo_retraso,3,0.059060895084372705,161
abierto_siguiente + no_requiere_laboratorio + zona_baja,3,0.058694057226705794,160
area_ciencias_de_la_computacion + curso_obligatorio + periodo_s2,3,0.058694057226705794,160
area_ciencias_de_la_computacion + no_abierto_siguiente + periodo_s2,3,0.058694057226705794,160
area_desarrollo_de_software + curso_base + zona_media,3,0.058694057226705794,160
area_metodologia_de_sistemas + ocupacion_media + sin_riesgo_retraso,3,0.058694057226705794,160
curso_base + no_abierto_siguiente + semestre_4,3,0.058694057226705794,160
curso_base + periodo_s1 + zona_baja,3,0.058694057226705794,160
curso_obligatorio + no_abierto_siguiente + semestre_4,3,0.058694057226705794,160
ocupacion_media + semestre_2 + zona_media,3,0.058694057226705794,160
perdio + periodo_s1 + sin_riesgo_retraso,3,0.058694057226705794,160
area_ciencias_basicas_y_complementarias + periodo_s2 + zona_alta,3,0.05832721936903888,159
area_metodologia_de_sistemas + curso_obligatorio + periodo_s1,3,0.05832721936903888,159
curso_base + periodo_s1 + requiere_laboratorio,3,0.05832721936903888,159
curso_no_base + perdio + sin_riesgo_retraso,3,0.05832721936903888,159
curso_no_obligatorio + ocupacion_baja + sin_riesgo_retraso,3,0.05832721936903888,159
no_abierto_siguiente + semestre_7 + sin_recuperacion,3,0.05832721936903888,159
periodo_s2 + requiere_laboratorio + zona_media,3,0.05832721936903888,159
semestre_2 + sin_riesgo_retraso + zona_media,3,0.05832721936903888,159
abierto_siguiente + ocupacion_media + zona_baja,3,0.05796038151137197,158
aprobo + requiere_laboratorio + semestre_3,3,0.05796038151137197,158
area_metodologia_de_sistemas + curso_base + sin_recuperacion,3,0.05796038151137197,158
bloqueo_alto + no_abierto_siguiente + ocupacion_media,3,0.05796038151137197,158
no_abierto_siguiente + semestre_3 + zona_media,3,0.05796038151137197,158
periodo_s1 + semestre_1 + sin_recuperacion,3,0.05796038151137197,158
semestre_5 + sin_recuperacion + sin_riesgo_retraso,3,0.05796038151137197,158
abierto_siguiente + curso_base + ocupacion_baja,3,0.05759354365370506,157
aprobo + curso_no_obligatorio + no_abierto_siguiente,3,0.05759354365370506,157
aprobo + semestre_4 + zona_media,3,0.05759354365370506,157
area_ciencias_basicas_y_complementarias + semestre_4 + zona_media,3,0.05759354365370506,157
area_ciencias_de_la_computacion + no_requiere_laboratorio + sin_riesgo_retraso,3,0.05759354365370506,157
curso_base + no_abierto_siguiente + zona_alta,3,0.05759354365370506,157
curso_obligatorio + ocupacion_baja + requiere_laboratorio,3,0.05759354365370506,157
no_requiere_laboratorio + semestre_4 + zona_media,3,0.05759354365370506,157
perdio + periodo_s2 + sin_riesgo_retraso,3,0.05759354365370506,157
periodo_s1 + requiere_laboratorio + zona_media,3,0.05759354365370506,157
aprobo + area_ciencias_basicas_y_complementarias + zona_baja,3,0.05722670579603815,156
area_ciencias_de_la_computacion + curso_obligatorio + periodo_s1,3,0.05722670579603815,156
area_ciencias_de_la_computacion + no_abierto_siguiente + periodo_s1,3,0.05722670579603815,156
area_ciencias_de_la_computacion + ocupacion_media + periodo_s1,3,0.05722670579603815,156
area_metodologia_de_sistemas + no_abierto_siguiente + ocupacion_media,3,0.05722670579603815,156
curso_base + ocupacion_media + semestre_2,3,0.05722670579603815,156
curso_base + periodo_s2 + requiere_laboratorio,3,0.05722670579603815,156
curso_no_base + curso_no_obligatorio + ocupacion_baja,3,0.05722670579603815,156
curso_obligatorio + periodo_s1 + semestre_7,3,0.05722670579603815,156
ocupacion_media + periodo_s1 + semestre_7,3,0.05722670579603815,156
ocupacion_media + requiere_laboratorio + semestre_4,3,0.05722670579603815,156
perdio + periodo_s2 + sin_recuperacion,3,0.05722670579603815,156
bloqueo_alto + curso_base + zona_alta,3,0.05685986793837124,155
bloqueo_alto + curso_obligatorio + zona_alta,3,0.05685986793837124,155
bloqueo_alto + sin_recuperacion + zona_alta,3,0.05685986793837124,155
bloqueo_medio + perdio + requiere_laboratorio,3,0.05685986793837124,155
curso_no_base + ocupacion_media + semestre_2,3,0.05685986793837124,155
curso_no_obligatorio + ocupacion_baja + sin_recuperacion,3,0.05685986793837124,155
no_abierto_siguiente + no_requiere_laboratorio + semestre_4,3,0.05685986793837124,155
periodo_s2 + semestre_2 + sin_riesgo_retraso,3,0.05685986793837124,155
abierto_siguiente + no_requiere_laboratorio + semestre_4,3,0.05649303008070433,154
aprobo + bloqueo_bajo + ocupacion_baja,3,0.05649303008070433,154
aprobo + bloqueo_medio + recuperacion,3,0.05649303008070433,154
aprobo + periodo_v1 + sin_recuperacion,3,0.05649303008070433,154
aprobo + periodo_v1 + sin_riesgo_retraso,3,0.05649303008070433,154
area_ciencias_basicas_y_complementarias + curso_base + no_abierto_siguiente,3,0.05649303008070433,154
bloqueo_medio + ocupacion_baja + perdio,3,0.05649303008070433,154
no_abierto_siguiente + riesgo_retraso + zona_baja,3,0.05649303008070433,154
ocupacion_media + riesgo_retraso + sin_recuperacion,3,0.05649303008070433,154
perdio + recuperacion + sin_riesgo_retraso,3,0.05649303008070433,154
perdio + riesgo_retraso + zona_baja,3,0.05649303008070433,154
perdio + sin_riesgo_retraso + zona_baja,3,0.05649303008070433,154
area_ciencias_basicas_y_complementarias + bloqueo_medio + periodo_v1,3,0.05612619222303742,153
area_ciencias_basicas_y_complementarias + curso_no_base + zona_baja,3,0.05612619222303742,153
area_ciencias_basicas_y_complementarias + curso_no_obligatorio + ocupacion_baja,3,0.05612619222303742,153
area_ciencias_basicas_y_complementarias + no_abierto_siguiente + zona_baja,3,0.05612619222303742,153
area_ciencias_basicas_y_complementarias + periodo_s2 + recuperacion,3,0.05612619222303742,153
bloqueo_alto + sin_riesgo_retraso + zona_alta,3,0.05612619222303742,153
bloqueo_medio + periodo_s1 + zona_baja,3,0.05612619222303742,153
curso_no_base + ocupacion_baja + perdio,3,0.05612619222303742,153
curso_no_base + recuperacion + sin_riesgo_retraso,3,0.05612619222303742,153
no_requiere_laboratorio + ocupacion_baja + zona_alta,3,0.05612619222303742,153
ocupacion_baja + perdio + zona_media,3,0.05612619222303742,153
area_ciencias_basicas_y_complementarias + periodo_s1 + zona_baja,3,0.05575935436537051,152
curso_no_obligatorio + sin_recuperacion + zona_media,3,0.05575935436537051,152
curso_obligatorio + ocupacion_baja + zona_alta,3,0.05575935436537051,152
riesgo_retraso + sin_recuperacion + zona_media,3,0.05575935436537051,152
aprobo + bloqueo_bajo + curso_obligatorio,3,0.0553925165077036,151
area_ciencias_basicas_y_complementarias + periodo_s1 + requiere_laboratorio,3,0.0553925165077036,151
area_metodologia_de_sistemas + ocupacion_media + sin_recuperacion,3,0.0553925165077036,151
bloqueo_medio + periodo_s1 + semestre_1,3,0.0553925165077036,151
bloqueo_medio + periodo_s2 + recuperacion,3,0.0553925165077036,151
curso_obligatorio + no_abierto_siguiente + periodo_v2,3,0.0553925165077036,151
curso_obligatorio + ocupacion_baja + semestre_1,3,0.0553925165077036,151
curso_obligatorio + periodo_v2 + sin_recuperacion,3,0.0553925165077036,151
no_requiere_laboratorio + riesgo_retraso + zona_media,3,0.0553925165077036,151
ocupacion_media + riesgo_retraso + zona_media,3,0.0553925165077036,151
periodo_s2 + semestre_4 + sin_recuperacion,3,0.0553925165077036,151
aprobo + area_ciencias_de_la_computacion + bloqueo_medio,3,0.055025678650036686,150
aprobo + bloqueo_alto + zona_alta,3,0.055025678650036686,150
area_ciencias_basicas_y_complementarias + no_abierto_siguiente + riesgo_retraso,3,0.055025678650036686,150
area_ciencias_basicas_y_complementarias + perdio + riesgo_retraso,3,0.055025678650036686,150
area_ciencias_basicas_y_complementarias + periodo_s1 + semestre_2,3,0.055025678650036686,150
area_ciencias_de_la_computacion + bloqueo_medio + sin_riesgo_retraso,3,0.055025678650036686,150
curso_base + ocupacion_baja + zona_media,3,0.055025678650036686,150
curso_base + perdio + semestre_3,3,0.055025678650036686,150
curso_no_base + ocupacion_media + perdio,3,0.055025678650036686,150
curso_no_base + semestre_2 + sin_recuperacion,3,0.055025678650036686,150
curso_obligatorio + periodo_s1 + semestre_2,3,0.055025678650036686,150
curso_obligatorio + requiere_laboratorio + zona_alta,3,0.055025678650036686,150
requiere_laboratorio + sin_recuperacion + zona_alta,3,0.055025678650036686,150
semestre_2 + sin_recuperacion + zona_media,3,0.055025678650036686,150
aprobo + periodo_s1 + semestre_1,3,0.054658840792369774,149
aprobo + periodo_s2 + semestre_4,3,0.054658840792369774,149
area_ciencias_basicas_y_complementarias + periodo_s2 + requiere_laboratorio,3,0.054658840792369774,149
bloqueo_alto + no_abierto_siguiente + periodo_s1,3,0.054658840792369774,149
curso_no_base + semestre_2 + sin_riesgo_retraso,3,0.054658840792369774,149
no_abierto_siguiente + semestre_7 + sin_riesgo_retraso,3,0.054658840792369774,149
no_requiere_laboratorio + riesgo_retraso + sin_recuperacion,3,0.054658840792369774,149
periodo_s1 + sin_recuperacion + zona_baja,3,0.054658840792369774,149
abierto_siguiente + aprobo + periodo_v1,3,0.05429200293470286,148
abierto_siguiente + requiere_laboratorio + sin_recuperacion,3,0.05429200293470286,148
area_ciencias_basicas_y_complementarias + curso_no_base + recuperacion,3,0.05429200293470286,148
area_metodologia_de_sistemas + bloqueo_medio + curso_obligatorio,3,0.05429200293470286,148
area_metodologia_de_sistemas + bloqueo_medio + no_requiere_laboratorio,3,0.05429200293470286,148
area_metodologia_de_sistemas + curso_base + no_abierto_siguiente,3,0.05429200293470286,148
bloqueo_bajo + periodo_s1 + sin_recuperacion,3,0.05429200293470286,148
curso_base + semestre_1 + zona_media,3,0.05429200293470286,148
curso_base + semestre_2 + sin_recuperacion,3,0.05429200293470286,148
curso_no_base + ocupacion_media + zona_alta,3,0.05429200293470286,148
no_abierto_siguiente + periodo_s2 + zona_baja,3,0.05429200293470286,148
perdio + periodo_s2 + recuperacion,3,0.05429200293470286,148
periodo_s2 + semestre_3 + sin_riesgo_retraso,3,0.05429200293470286,148
aprobo + area_metodologia_de_sistemas + curso_base,3,0.05392516507703595,147
area_ciencias_basicas_y_complementarias + curso_no_base + semestre_1,3,0.05392516507703595,147
area_ciencias_de_la_computacion + no_requiere_laboratorio + sin_recuperacion,3,0.05392516507703595,147
area_desarrollo_de_software + bloqueo_alto + ocupacion_alta,3,0.05392516507703595,147
area_desarrollo_de_software + bloqueo_alto + semestre_3,3,0.05392516507703595,147
area_desarrollo_de_software + curso_base + ocupacion_alta,3,0.05392516507703595,147
area_desarrollo_de_software + curso_base + semestre_3,3,0.05392516507703595,147
area_desarrollo_de_software + curso_obligatorio + ocupacion_alta,3,0.05392516507703595,147
area_desarrollo_de_software + curso_obligatorio + semestre_3,3,0.05392516507703595,147
area_desarrollo_de_software + no_abierto_siguiente + ocupacion_alta,3,0.05392516507703595,147
area_desarrollo_de_software + no_abierto_siguiente + semestre_3,3,0.05392516507703595,147
area_desarrollo_de_software + ocupacion_alta + requiere_laboratorio,3,0.05392516507703595,147
area_desarrollo_de_software + ocupacion_alta + semestre_3,3,0.05392516507703595,147
area_desarrollo_de_software + requiere_laboratorio + semestre_3,3,0.05392516507703595,147
area_metodologia_de_sistemas + curso_base + ocupacion_media,3,0.05392516507703595,147
bloqueo_alto + curso_base + ocupacion_alta,3,0.05392516507703595,147
bloqueo_alto + curso_base + zona_baja,3,0.05392516507703595,147
bloqueo_alto + curso_obligatorio + ocupacion_alta,3,0.05392516507703595,147
bloqueo_alto + curso_obligatorio + zona_baja,3,0.05392516507703595,147
bloqueo_alto + no_abierto_siguiente + ocupacion_alta,3,0.05392516507703595,147
bloqueo_alto + ocupacion_alta + requiere_laboratorio,3,0.05392516507703595,147
bloqueo_alto + ocupacion_alta + semestre_3,3,0.05392516507703595,147
bloqueo_alto + requiere_laboratorio + semestre_3,3,0.05392516507703595,147
bloqueo_medio + semestre_4 + zona_media,3,0.05392516507703595,147
curso_base + curso_obligatorio + ocupacion_alta,3,0.05392516507703595,147
curso_base + no_abierto_siguiente + ocupacion_alta,3,0.05392516507703595,147
curso_base + ocupacion_alta + requiere_laboratorio,3,0.05392516507703595,147
curso_base + ocupacion_alta + semestre_3,3,0.05392516507703595,147
curso_base + requiere_laboratorio + semestre_3,3,0.05392516507703595,147
curso_no_base + no_abierto_siguiente + semestre_1,3,0.05392516507703595,147
curso_obligatorio + no_abierto_siguiente + ocupacion_alta,3,0.05392516507703595,147
curso_obligatorio + ocupacion_alta + requiere_laboratorio,3,0.05392516507703595,147
curso_obligatorio + ocupacion_alta + semestre_3,3,0.05392516507703595,147
no_abierto_siguiente + ocupacion_alta + requiere_laboratorio,3,0.05392516507703595,147
no_abierto_siguiente + ocupacion_alta + semestre_3,3,0.05392516507703595,147
no_abierto_siguiente + periodo_s2 + riesgo_retraso,3,0.05392516507703595,147
ocupacion_alta + requiere_laboratorio + semestre_3,3,0.05392516507703595,147
ocupacion_baja + perdio + sin_recuperacion,3,0.05392516507703595,147
perdio + periodo_s2 + riesgo_retraso,3,0.05392516507703595,147
aprobo + bloqueo_bajo + zona_media,3,0.05355832721936904,146
aprobo + curso_no_base + semestre_2,3,0.05355832721936904,146
area_ciencias_basicas_y_complementarias + bloqueo_bajo + periodo_s1,3,0.05355832721936904,146
area_ciencias_basicas_y_complementarias + bloqueo_bajo + zona_media,3,0.05355832721936904,146
area_desarrollo_de_software + curso_obligatorio + periodo_s2,3,0.05355832721936904,146
bloqueo_medio + curso_base + riesgo_retraso,3,0.05355832721936904,146
bloqueo_medio + curso_obligatorio + periodo_v1,3,0.05355832721936904,146
curso_obligatorio + periodo_s2 + riesgo_retraso,3,0.05355832721936904,146
curso_obligatorio + riesgo_retraso + zona_baja,3,0.05355832721936904,146
no_abierto_siguiente + periodo_s2 + zona_alta,3,0.05355832721936904,146
requiere_laboratorio + sin_riesgo_retraso + zona_alta,3,0.05355832721936904,146
aprobo + requiere_laboratorio + zona_alta,3,0.05319148936170213,145
area_ciencias_basicas_y_complementarias + bloqueo_alto + semestre_2,3,0.05319148936170213,145
area_ciencias_basicas_y_complementarias + curso_no_obligatorio + ocupacion_media,3,0.05319148936170213,145
bloqueo_alto + curso_base + semestre_2,3,0.05319148936170213,145
bloqueo_alto + curso_obligatorio + semestre_2,3,0.05319148936170213,145
bloqueo_alto + no_requiere_laboratorio + semestre_2,3,0.05319148936170213,145
bloqueo_alto + ocupacion_media + semestre_2,3,0.05319148936170213,145
curso_no_obligatorio + no_requiere_laboratorio + ocupacion_media,3,0.05319148936170213,145
curso_no_obligatorio + ocupacion_media + sin_riesgo_retraso,3,0.05319148936170213,145
no_abierto_siguiente + no_requiere_laboratorio + semestre_2,3,0.05319148936170213,145
abierto_siguiente + ocupacion_media + requiere_laboratorio,3,0.05282465150403522,144
aprobo + area_metodologia_de_sistemas + ocupacion_media,3,0.05282465150403522,144
aprobo + bloqueo_medio + semestre_3,3,0.05282465150403522,144
aprobo + no_requiere_laboratorio + semestre_5,3,0.05282465150403522,144
area_ciencias_basicas_y_complementarias + ocupacion_baja + zona_alta,3,0.05282465150403522,144
bloqueo_alto + ocupacion_media + perdio,3,0.05282465150403522,144
bloqueo_bajo + ocupacion_media + sin_recuperacion,3,0.05282465150403522,144
bloqueo_medio + curso_no_base + riesgo_retraso,3,0.05282465150403522,144
bloqueo_medio + periodo_s2 + zona_alta,3,0.05282465150403522,144
curso_base + periodo_s2 + zona_alta,3,0.05282465150403522,144
curso_no_base + curso_no_obligatorio + zona_media,3,0.05282465150403522,144
curso_no_base + no_abierto_siguiente + riesgo_retraso,3,0.05282465150403522,144
curso_no_base + perdio + riesgo_retraso,3,0.05282465150403522,144
no_abierto_siguiente + no_requiere_laboratorio + periodo_v2,3,0.05282465150403522,144
no_requiere_laboratorio + periodo_s1 + semestre_7,3,0.05282465150403522,144
no_requiere_laboratorio + periodo_v2 + sin_recuperacion,3,0.05282465150403522,144
requiere_laboratorio + semestre_4 + sin_riesgo_retraso,3,0.05282465150403522,144
aprobo + semestre_1 + zona_media,3,0.052457813646368305,143
aprobo + semestre_2 + zona_media,3,0.052457813646368305,143
bloqueo_medio + periodo_s2 + semestre_4,3,0.052457813646368305,143
abierto_siguiente + bloqueo_medio + zona_baja,3,0.052090975788701394,142
aprobo + bloqueo_bajo + curso_no_obligatorio,3,0.052090975788701394,142
area_ciencias_de_la_computacion + ocupacion_media + zona_media,3,0.052090975788701394,142
area_desarrollo_de_software + curso_obligatorio + ocupacion_media,3,0.052090975788701394,142
bloqueo_alto + periodo_s2 + zona_media,3,0.052090975788701394,142
bloqueo_alto + requiere_laboratorio + sin_recuperacion,3,0.052090975788701394,142
bloqueo_bajo + periodo_s2 + sin_recuperacion,3,0.052090975788701394,142
bloqueo_medio + periodo_s1 + riesgo_retraso,3,0.052090975788701394,142
curso_no_base + no_requiere_laboratorio + recuperacion,3,0.052090975788701394,142
curso_no_obligatorio + no_requiere_laboratorio + periodo_s1,3,0.052090975788701394,142
curso_obligatorio + no_requiere_laboratorio + semestre_7,3,0.052090975788701394,142
no_requiere_laboratorio + ocupacion_media + semestre_7,3,0.052090975788701394,142
periodo_s2 + semestre_2 + sin_recuperacion,3,0.052090975788701394,142
recuperacion + sin_riesgo_retraso + zona_baja,3,0.052090975788701394,142
abierto_siguiente + sin_recuperacion + zona_baja,3,0.05172413793103448,141
aprobo + semestre_5 + sin_recuperacion,3,0.05172413793103448,141
area_metodologia_de_sistemas + no_abierto_siguiente + zona_media,3,0.05172413793103448,141
bloqueo_medio + curso_base + requiere_laboratorio,3,0.05172413793103448,141
bloqueo_medio + ocupacion_baja + requiere_laboratorio,3,0.05172413793103448,141
bloqueo_medio + requiere_laboratorio + semestre_4,3,0.05172413793103448,141
curso_no_base + periodo_s1 + zona_alta,3,0.05172413793103448,141
curso_no_base + sin_recuperacion + zona_baja,3,0.05172413793103448,141
no_requiere_laboratorio + periodo_s2 + zona_baja,3,0.05172413793103448,141
periodo_v1 + sin_recuperacion + zona_media,3,0.05172413793103448,141
periodo_v1 + sin_riesgo_retraso + zona_media,3,0.05172413793103448,141
abierto_siguiente + curso_no_base + sin_recuperacion,3,0.05135730007336757,140
aprobo + area_ciencias_de_la_computacion + no_requiere_laboratorio,3,0.05135730007336757,140
aprobo + periodo_s1 + recuperacion,3,0.05135730007336757,140
aprobo + semestre_7 + sin_riesgo_retraso,3,0.05135730007336757,140
bloqueo_alto + no_requiere_laboratorio + perdio,3,0.05135730007336757,140
bloqueo_medio + semestre_5 + sin_recuperacion,3,0.05135730007336757,140
curso_no_base + perdio + periodo_s1,3,0.05135730007336757,140
no_abierto_siguiente + semestre_1 + sin_recuperacion,3,0.05135730007336757,140
no_requiere_laboratorio + semestre_2 + zona_media,3,0.05135730007336757,140
ocupacion_media + semestre_1 + zona_media,3,0.05135730007336757,140
aprobo + area_ciencias_basicas_y_complementarias + periodo_v1,3,0.05099046221570066,139
aprobo + area_ciencias_basicas_y_complementarias + recuperacion,3,0.05099046221570066,139
aprobo + bloqueo_bajo + ocupacion_media,3,0.05099046221570066,139
aprobo + periodo_s2 + semestre_2,3,0.05099046221570066,139
area_ciencias_de_la_computacion + bloqueo_medio + curso_base,3,0.05099046221570066,139
area_metodologia_de_sistemas + sin_riesgo_retraso + zona_media,3,0.05099046221570066,139
bloqueo_medio + curso_obligatorio + semestre_7,3,0.05099046221570066,139
bloqueo_medio + no_abierto_siguiente + semestre_7,3,0.05099046221570066,139
bloqueo_medio + ocupacion_media + semestre_7,3,0.05099046221570066,139
