itemset,tamano_itemset,soporte,conteo
bloqueo_medio + semestre_5 + sin_riesgo_retraso,3,0.05099046221570066,139
curso_no_base + periodo_s1 + requiere_laboratorio,3,0.05099046221570066,139
curso_obligatorio + no_requiere_laboratorio + semestre_5,3,0.05099046221570066,139
no_abierto_siguiente + recuperacion + requiere_laboratorio,3,0.05099046221570066,139
no_abierto_siguiente + recuperacion + zona_baja,3,0.05099046221570066,139
perdio + requiere_laboratorio + sin_recuperacion,3,0.05099046221570066,139
abierto_siguiente + bloqueo_medio + curso_no_base,3,0.05062362435803375,138
abierto_siguiente + recuperacion + zona_media,3,0.05062362435803375,138
aprobo + bloqueo_bajo + periodo_s1,3,0.05062362435803375,138
aprobo + curso_obligatorio + periodo_v1,3,0.05062362435803375,138
area_ciencias_de_la_computacion + curso_base + sin_recuperacion,3,0.05062362435803375,138
bloqueo_alto + no_abierto_siguiente + periodo_s2,3,0.05062362435803375,138
no_abierto_siguiente + semestre_1 + sin_riesgo_retraso,3,0.05062362435803375,138
ocupacion_baja + perdio + sin_riesgo_retraso,3,0.05062362435803375,138
ocupacion_media + periodo_s2 + semestre_2,3,0.05062362435803375,138
abierto_siguiente + ocupacion_media + periodo_v1,3,0.050256786500366836,137
aprobo + no_abierto_siguiente + semestre_7,3,0.050256786500366836,137
bloqueo_alto + semestre_2 + sin_riesgo_retraso,3,0.050256786500366836,137
bloqueo_medio + curso_no_base + zona_baja,3,0.050256786500366836,137
curso_base + ocupacion_media + periodo_v1,3,0.050256786500366836,137
curso_no_base + recuperacion + zona_media,3,0.050256786500366836,137
curso_no_obligatorio + periodo_s1 + sin_riesgo_retraso,3,0.050256786500366836,137
curso_obligatorio + ocupacion_media + periodo_v1,3,0.050256786500366836,137
no_abierto_siguiente + periodo_s2 + semestre_2,3,0.050256786500366836,137
ocupacion_media + periodo_v1 + sin_recuperacion,3,0.050256786500366836,137
ocupacion_media + periodo_v1 + sin_riesgo_retraso,3,0.050256786500366836,137
